0,1,2,3
-99.0,2,0.68,2.08
-2.4,2,0.68,4.17
-2.3,2,0.68,6.25
-2.2,1,0.34,8.33
-2.1,1,0.34,10.42
-2.0,2,0.68,12.5
-1.9,2,0.68,14.58
-1.8,1,0.34,16.67
-1.7,2,0.68,18.75
-1.6,2,0.68,20.83
-1.5,5,1.71,22.92
-1.4,6,2.05,25.0
-1.3,4,1.37,27.08
-1.2,7,2.39,29.17
-1.1,9,3.07,31.25
-1.0,5,1.71,33.33
-0.9,4,1.37,35.42
-0.8,8,2.73,37.5
-0.7,13,4.44,39.58
-0.6,14,4.78,41.67
-0.5,9,3.07,43.75
-0.4,12,4.1,45.83
-0.3,8,2.73,47.92
-0.2,9,3.07,50.0
-0.1,13,4.44,52.08
0.0,16,5.46,54.17
0.1,12,4.1,56.25
0.2,7,2.39,58.33
0.3,13,4.44,60.42
0.4,11,3.75,62.5
0.5,10,3.41,64.58
0.6,8,2.73,66.67
0.7,10,3.41,68.75
0.8,4,1.37,70.83
0.9,5,1.71,72.92
1.0,8,2.73,75.0
1.1,4,1.37,77.08
1.2,8,2.73,79.17
1.3,2,0.68,81.25
1.4,2,0.68,83.33
1.5,5,1.71,85.42
1.6,6,2.05,87.5
1.7,2,0.68,89.58
1.8,4,1.37,91.67
1.9,8,2.73,93.75
2.0,2,0.68,95.83
2.2,1,0.34,97.92
2.3,2,0.68,100.0
