0,1,2,3,4,5,6
01/01/2001,10/01/2001,9,-1.64,-9.09,-1.01,-0.74
03/01/2003,06/01/2003,3,-1.69,-3.12,-1.04,-0.72
02/01/2004,05/01/2004,3,-1.61,-3.09,-1.03,-1.01
05/01/2005,08/01/2005,3,-1.67,-3.9,-1.3,-1.16
11/01/2005,03/01/2006,4,-2.86,-7.37,-1.84,-1.63
04/01/2007,10/01/2007,6,-2.3,-9.2,-1.53,-1.48
08/01/2010,04/01/2011,8,-2.28,-9.47,-1.18,-1.01
08/01/2011,11/01/2011,3,-1.86,-3.98,-1.33,-1.64
05/01/2012,02/01/2013,9,-3.14,-11.13,-1.24,-0.7
03/01/2014,04/01/2014,1,-1.61,-1.61,-1.61,-1.61
01/01/2015,04/01/2015,3,-1.75,-3.69,-1.23,-1.7
09/01/2015,11/01/2015,2,-2.01,-3.18,-1.59,-1.59
11/01/2022,01/01/2023,2,-1.72,-2.25,-1.12,-1.12
