0,1,2,3,4,5,6
01/01/2000,02/01/2000,1,-1.54,-1.54,-1.54,-1.54
05/01/2000,06/01/2000,1,-1.52,-1.52,-1.52,-1.52
06/01/2002,08/01/2002,2,-1.84,-2.85,-1.43,-1.43
12/01/2002,04/01/2003,4,-1.73,-4.16,-1.04,-1.18
05/01/2005,06/01/2005,1,-1.66,-1.66,-1.66,-1.66
02/01/2006,04/01/2006,2,-2.18,-2.71,-1.35,-1.35
05/01/2006,08/01/2006,3,-2.03,-3.2,-1.07,-0.75
06/01/2007,08/01/2007,2,-2.2,-2.66,-1.33,-1.33
11/01/2007,12/01/2007,1,-2.66,-2.66,-2.66,-2.66
01/01/2009,03/01/2009,2,-2.12,-2.64,-1.32,-1.32
10/01/2011,11/01/2011,1,-2.5,-2.5,-2.5,-2.5
07/01/2013,09/01/2013,2,-2.83,-4.55,-2.27,-2.27
01/01/2014,02/01/2014,1,-1.72,-1.72,-1.72,-1.72
03/01/2014,06/01/2014,3,-1.62,-2.45,-0.82,-0.79
04/01/2018,08/01/2018,4,-2.72,-6.64,-1.66,-1.45
09/01/2021,10/01/2021,1,-1.63,-1.63,-1.63,-1.63
02/01/2022,03/01/2022,1,-1.51,-1.51,-1.51,-1.51
09/01/2023,12/01/2023,3,-1.63,-2.43,-0.81,-0.61
