0,1,2,3
-99.0,2,0.68,2.04
-2.9,3,1.02,4.08
-2.8,1,0.34,6.12
-2.5,1,0.34,8.16
-2.4,1,0.34,10.2
-2.3,2,0.68,12.24
-2.2,1,0.34,14.29
-2.1,2,0.68,16.33
-2.0,1,0.34,18.37
-1.9,2,0.68,20.41
-1.8,1,0.34,22.45
-1.7,3,1.02,24.49
-1.6,1,0.34,26.53
-1.4,7,2.39,28.57
-1.3,2,0.68,30.61
-1.2,8,2.73,32.65
-1.1,4,1.37,34.69
-1.0,11,3.75,36.73
-0.9,4,1.37,38.78
-0.8,6,2.05,40.82
-0.7,9,3.07,42.86
-0.6,5,1.71,44.9
-0.5,10,3.41,46.94
-0.4,13,4.44,48.98
-0.3,13,4.44,51.02
-0.2,11,3.75,53.06
-0.1,15,5.12,55.1
0.0,12,4.1,57.14
0.1,8,2.73,59.18
0.2,11,3.75,61.22
0.3,8,2.73,63.27
0.4,16,5.46,65.31
0.5,13,4.44,67.35
0.6,10,3.41,69.39
0.7,4,1.37,71.43
0.8,13,4.44,73.47
0.9,9,3.07,75.51
1.0,10,3.41,77.55
1.1,6,2.05,79.59
1.2,6,2.05,81.63
1.3,6,2.05,83.67
1.4,2,0.68,85.71
1.5,5,1.71,87.76
1.6,4,1.37,89.8
1.7,2,0.68,91.84
1.8,3,1.02,93.88
1.9,3,1.02,95.92
2.3,2,0.68,97.96
2.5,1,0.34,100.0
