0,1,2,3,4,5,6
04/01/2000,06/01/2000,2,-2.15,-3.09,-1.55,-1.55
12/01/2000,01/01/2001,1,-1.46,-1.46,-1.46,-1.46
11/01/2001,02/01/2002,3,-1.18,-1.98,-0.66,-0.51
03/01/2002,04/01/2002,1,-1.91,-1.91,-1.91,-1.91
06/01/2002,07/01/2002,1,-1.97,-1.97,-1.97,-1.97
11/01/2002,04/01/2003,5,-2.03,-7.18,-1.44,-1.67
07/01/2003,08/01/2003,1,-1.61,-1.61,-1.61,-1.61
03/01/2005,06/01/2005,3,-1.04,-2.47,-0.82,-0.81
07/01/2005,08/01/2005,1,-2.05,-2.05,-2.05,-2.05
09/01/2005,10/01/2005,1,-1.08,-1.08,-1.08,-1.08
02/01/2006,03/01/2006,1,-2.35,-2.35,-2.35,-2.35
01/01/2007,02/01/2007,1,-1.2,-1.2,-1.2,-1.2
07/01/2007,08/01/2007,1,-1.23,-1.23,-1.23,-1.23
11/01/2007,12/01/2007,1,-1.28,-1.28,-1.28,-1.28
08/01/2008,09/01/2008,1,-1.13,-1.13,-1.13,-1.13
01/01/2009,02/01/2009,1,-1.75,-1.75,-1.75,-1.75
09/01/2009,10/01/2009,1,-1.03,-1.03,-1.03,-1.03
10/01/2010,04/01/2011,6,-1.57,-4.17,-0.7,-0.66
09/01/2011,11/01/2011,2,-2.27,-3.51,-1.76,-1.76
05/01/2012,07/01/2012,2,-1.73,-2.88,-1.44,-1.44
06/01/2013,10/01/2013,4,-3.42,-6.15,-1.54,-1.23
01/01/2014,02/01/2014,1,-1.43,-1.43,-1.43,-1.43
03/01/2014,06/01/2014,3,-1.62,-3.25,-1.08,-1.49
02/01/2017,03/01/2017,1,-1.95,-1.95,-1.95,-1.95
09/01/2017,10/01/2017,1,-1.22,-1.22,-1.22,-1.22
11/01/2017,01/01/2018,2,-1.63,-3.09,-1.54,-1.54
04/01/2018,08/01/2018,4,-2.77,-5.19,-1.3,-1.1
08/01/2020,09/01/2020,1,-1.51,-1.51,-1.51,-1.51
10/01/2020,11/01/2020,1,-2.11,-2.11,-2.11,-2.11
02/01/2021,03/01/2021,1,-1.46,-1.46,-1.46,-1.46
04/01/2023,08/01/2023,4,-1.63,-5.14,-1.29,-1.33
02/01/2024,04/01/2024,2,-1.37,-2.71,-1.36,-1.36
