0,1,2,3
-99.0,2,0.68,2.08
-2.7,1,0.34,4.17
-2.4,2,0.68,6.25
-2.3,1,0.34,8.33
-2.2,2,0.68,10.42
-2.0,2,0.68,12.5
-1.9,2,0.68,14.58
-1.8,1,0.34,16.67
-1.7,4,1.37,18.75
-1.6,2,0.68,20.83
-1.5,3,1.02,22.92
-1.4,4,1.37,25.0
-1.3,6,2.05,27.08
-1.2,4,1.37,29.17
-1.1,10,3.41,31.25
-1.0,11,3.75,33.33
-0.9,7,2.39,35.42
-0.8,9,3.07,37.5
-0.7,10,3.41,39.58
-0.6,13,4.44,41.67
-0.5,6,2.05,43.75
-0.4,8,2.73,45.83
-0.3,7,2.39,47.92
-0.2,10,3.41,50.0
-0.1,14,4.78,52.08
0.0,11,3.75,54.17
0.1,10,3.41,56.25
0.2,12,4.1,58.33
0.3,11,3.75,60.42
0.4,13,4.44,62.5
0.5,10,3.41,64.58
0.6,5,1.71,66.67
0.7,6,2.05,68.75
0.8,8,2.73,70.83
0.9,7,2.39,72.92
1.0,10,3.41,75.0
1.1,16,5.46,77.08
1.2,3,1.02,79.17
1.3,5,1.71,81.25
1.4,2,0.68,83.33
1.5,4,1.37,85.42
1.6,7,2.39,87.5
1.8,3,1.02,89.58
1.9,3,1.02,91.67
2.0,1,0.34,93.75
2.1,1,0.34,95.83
2.2,3,1.02,97.92
2.5,1,0.34,100.0
