0,1,2,3,4,5,6
02/01/2001,08/01/2001,6,-2.38,-8.26,-1.38,-1.42
02/01/2004,11/01/2004,9,-1.8,-11.63,-1.29,-1.32
05/01/2005,08/01/2005,3,-1.76,-4.58,-1.53,-1.6
12/01/2005,03/01/2006,3,-2.16,-4.12,-1.37,-1.3
10/01/2008,05/01/2009,7,-1.7,-5.65,-0.81,-0.49
07/01/2010,03/01/2011,8,-1.71,-7.32,-0.92,-0.83
04/01/2012,10/01/2012,6,-2.03,-9.98,-1.66,-1.82
03/01/2014,04/01/2014,1,-1.82,-1.82,-1.82,-1.82
02/01/2015,03/01/2015,1,-1.5,-1.5,-1.5,-1.5
11/01/2016,04/01/2017,5,-1.93,-3.93,-0.79,-0.57
11/01/2017,02/01/2018,3,-1.6,-4.27,-1.42,-1.47
11/01/2022,01/01/2023,2,-1.79,-2.72,-1.36,-1.36
06/01/2023,08/01/2023,2,-1.65,-3.24,-1.62,-1.62
04/01/2024,05/01/2024,1,-1.73,-1.73,-1.73,-1.73
