0,1,2,3,4,5,6
08/01/2000,09/01/2000,1,-3.37,-3.37,-3.37,-3.37
03/01/2001,04/01/2001,1,-1.59,-1.59,-1.59,-1.59
03/01/2005,08/01/2005,5,-1.9,-5.38,-1.08,-1.11
12/01/2005,04/01/2006,4,-2.79,-5.33,-1.33,-1.17
01/01/2009,02/01/2009,1,-1.75,-1.75,-1.75,-1.75
10/01/2010,11/01/2010,1,-1.93,-1.93,-1.93,-1.93
01/01/2011,02/01/2011,1,-1.65,-1.65,-1.65,-1.65
10/01/2011,11/01/2011,1,-1.83,-1.83,-1.83,-1.83
01/01/2012,02/01/2012,1,-1.88,-1.88,-1.88,-1.88
07/01/2012,08/01/2012,1,-2.44,-2.44,-2.44,-2.44
02/01/2014,06/01/2014,4,-2.14,-7.14,-1.79,-1.76
11/01/2017,02/01/2018,3,-1.82,-3.26,-1.09,-1.01
06/01/2020,07/01/2020,1,-1.73,-1.73,-1.73,-1.73
09/01/2020,10/01/2020,1,-2.15,-2.15,-2.15,-2.15
07/01/2022,11/01/2022,4,-1.76,-3.63,-0.91,-0.85
04/01/2023,08/01/2023,4,-2.01,-4.31,-1.08,-0.85
