0,1,2,3
-99.0,2,0.68,1.92
-3.2,1,0.34,3.85
-2.9,1,0.34,5.77
-2.7,1,0.34,7.69
-2.6,1,0.34,9.62
-2.2,1,0.34,11.54
-2.1,2,0.68,13.46
-2.0,3,1.02,15.38
-1.9,2,0.68,17.31
-1.8,2,0.68,19.23
-1.7,3,1.02,21.15
-1.6,2,0.68,23.08
-1.5,5,1.71,25.0
-1.4,2,0.68,26.92
-1.3,3,1.02,28.85
-1.2,6,2.05,30.77
-1.1,6,2.05,32.69
-1.0,8,2.73,34.62
-0.9,5,1.71,36.54
-0.8,12,4.1,38.46
-0.7,9,3.07,40.38
-0.6,7,2.39,42.31
-0.5,14,4.78,44.23
-0.4,9,3.07,46.15
-0.3,14,4.78,48.08
-0.2,4,1.37,50.0
-0.1,8,2.73,51.92
0.0,9,3.07,53.85
0.1,12,4.1,55.77
0.2,13,4.44,57.69
0.3,11,3.75,59.62
0.4,20,6.83,61.54
0.5,6,2.05,63.46
0.6,15,5.12,65.38
0.7,9,3.07,67.31
0.8,8,2.73,69.23
0.9,10,3.41,71.15
1.0,11,3.75,73.08
1.1,7,2.39,75.0
1.2,4,1.37,76.92
1.3,3,1.02,78.85
1.4,1,0.34,80.77
1.5,2,0.68,82.69
1.6,4,1.37,84.62
1.7,4,1.37,86.54
1.8,1,0.34,88.46
1.9,2,0.68,90.38
2.0,2,0.68,92.31
2.1,2,0.68,94.23
2.2,1,0.34,96.15
2.3,1,0.34,98.08
2.4,2,0.68,100.0
