0,1,2,3
-99.0,11,3.75,2.17
-2.5,1,0.34,4.35
-2.4,1,0.34,6.52
-2.0,1,0.34,8.7
-1.9,2,0.68,10.87
-1.8,3,1.02,13.04
-1.7,3,1.02,15.22
-1.6,4,1.37,17.39
-1.5,3,1.02,19.57
-1.4,8,2.73,21.74
-1.3,7,2.39,23.91
-1.2,12,4.1,26.09
-1.1,2,0.68,28.26
-1.0,5,1.71,30.43
-0.9,8,2.73,32.61
-0.8,8,2.73,34.78
-0.7,8,2.73,36.96
-0.6,11,3.75,39.13
-0.5,13,4.44,41.3
-0.4,10,3.41,43.48
-0.3,4,1.37,45.65
-0.2,9,3.07,47.83
-0.1,13,4.44,50.0
0.0,11,3.75,52.17
0.1,8,2.73,54.35
0.2,9,3.07,56.52
0.3,21,7.17,58.7
0.4,8,2.73,60.87
0.5,14,4.78,63.04
0.6,5,1.71,65.22
0.7,7,2.39,67.39
0.8,5,1.71,69.57
0.9,4,1.37,71.74
1.0,3,1.02,73.91
1.1,8,2.73,76.09
1.2,6,2.05,78.26
1.3,8,2.73,80.43
1.4,6,2.05,82.61
1.5,4,1.37,84.78
1.7,2,0.68,86.96
1.8,3,1.02,89.13
1.9,6,2.05,91.3
2.0,2,0.68,93.48
2.1,3,1.02,95.65
2.2,2,0.68,97.83
2.3,1,0.34,100.0
