0,1,2,3
-99.0,2,0.68,2.08
-3.6,1,0.34,4.17
-2.6,2,0.68,6.25
-2.5,1,0.34,8.33
-2.4,1,0.34,10.42
-2.2,1,0.34,12.5
-2.1,1,0.34,14.58
-2.0,3,1.02,16.67
-1.9,1,0.34,18.75
-1.8,3,1.02,20.83
-1.7,6,2.05,22.92
-1.6,5,1.71,25.0
-1.5,2,0.68,27.08
-1.4,8,2.73,29.17
-1.3,5,1.71,31.25
-1.2,5,1.71,33.33
-1.1,4,1.37,35.42
-1.0,6,2.05,37.5
-0.9,4,1.37,39.58
-0.8,4,1.37,41.67
-0.7,7,2.39,43.75
-0.6,10,3.41,45.83
-0.5,11,3.75,47.92
-0.4,3,1.02,50.0
-0.3,8,2.73,52.08
-0.2,10,3.41,54.17
-0.1,11,3.75,56.25
0.0,14,4.78,58.33
0.1,10,3.41,60.42
0.2,15,5.12,62.5
0.3,10,3.41,64.58
0.4,10,3.41,66.67
0.5,14,4.78,68.75
0.6,17,5.8,70.83
0.7,10,3.41,72.92
0.8,6,2.05,75.0
0.9,11,3.75,77.08
1.0,7,2.39,79.17
1.1,13,4.44,81.25
1.2,10,3.41,83.33
1.3,4,1.37,85.42
1.4,3,1.02,87.5
1.5,2,0.68,89.58
1.6,4,1.37,91.67
1.7,3,1.02,93.75
1.8,2,0.68,95.83
2.0,2,0.68,97.92
2.1,1,0.34,100.0
