0,1,2,3
-3.4,1,0.34,2.04
-2.8,1,0.34,4.08
-2.4,1,0.34,6.12
-2.2,1,0.34,8.16
-2.1,1,0.34,10.2
-2.0,1,0.34,12.24
-1.9,4,1.37,14.29
-1.8,4,1.37,16.33
-1.7,2,0.68,18.37
-1.6,4,1.37,20.41
-1.5,2,0.68,22.45
-1.4,4,1.37,24.49
-1.3,2,0.68,26.53
-1.2,5,1.71,28.57
-1.1,6,2.05,30.61
-1.0,8,2.73,32.65
-0.9,3,1.02,34.69
-0.8,9,3.07,36.73
-0.7,12,4.1,38.78
-0.6,16,5.46,40.82
-0.5,10,3.41,42.86
-0.4,9,3.07,44.9
-0.3,12,4.1,46.94
-0.2,16,5.46,48.98
-0.1,9,3.07,51.02
0.0,13,4.44,53.06
0.1,12,4.1,55.1
0.2,8,2.73,57.14
0.3,10,3.41,59.18
0.4,12,4.1,61.22
0.5,8,2.73,63.27
0.6,9,3.07,65.31
0.7,14,4.78,67.35
0.8,10,3.41,69.39
0.9,5,1.71,71.43
1.0,4,1.37,73.47
1.1,10,3.41,75.51
1.2,3,1.02,77.55
1.3,7,2.39,79.59
1.4,4,1.37,81.63
1.5,7,2.39,83.67
1.6,2,0.68,85.71
1.7,2,0.68,87.76
1.8,2,0.68,89.8
1.9,2,0.68,91.84
2.2,1,0.34,93.88
2.4,1,0.34,95.92
2.5,2,0.68,97.96
3.1,2,0.68,100.0
