0,1,2,3
-99.0,11,3.75,2.17
-2.2,2,0.68,4.35
-2.1,2,0.68,6.52
-2.0,3,1.02,8.7
-1.9,4,1.37,10.87
-1.8,2,0.68,13.04
-1.7,8,2.73,15.22
-1.6,5,1.71,17.39
-1.5,3,1.02,19.57
-1.4,1,0.34,21.74
-1.3,5,1.71,23.91
-1.2,3,1.02,26.09
-1.1,6,2.05,28.26
-1.0,11,3.75,30.43
-0.9,4,1.37,32.61
-0.8,12,4.1,34.78
-0.7,3,1.02,36.96
-0.6,9,3.07,39.13
-0.5,3,1.02,41.3
-0.4,2,0.68,43.48
-0.3,11,3.75,45.65
-0.2,10,3.41,47.83
-0.1,14,4.78,50.0
0.0,16,5.46,52.17
0.1,12,4.1,54.35
0.2,19,6.48,56.52
0.3,14,4.78,58.7
0.4,5,1.71,60.87
0.5,13,4.44,63.04
0.6,9,3.07,65.22
0.7,11,3.75,67.39
0.8,9,3.07,69.57
0.9,11,3.75,71.74
1.0,4,1.37,73.91
1.1,5,1.71,76.09
1.2,4,1.37,78.26
1.3,2,0.68,80.43
1.4,3,1.02,82.61
1.5,2,0.68,84.78
1.6,2,0.68,86.96
1.7,4,1.37,89.13
1.8,3,1.02,91.3
1.9,1,0.34,93.48
2.0,4,1.37,95.65
2.1,4,1.37,97.83
2.5,2,0.68,100.0
