location,SPI,frequency
"Albany, Gentry County, MO",-1.7,13
"Auxvasse, Audrain County, MO",-1.7,18
"Brunswick, Carroll County, MO",-1.7,17
"Cardwell, Dunklin County, MO",-1.7,19
"Charleston, Mississippi County, MO",-1.7,17
"Clarkton, Dunklin County, MO",-1.7,15
"Columbia-Sanborn Field, Boone County, MO",-1.7,17
"Columbia-South Farms, Boone County, MO",-1.7,18
"Cook Station, Crawford County, MO",-1.7,17
"Corning, Atchison County, MO",-1.7,14
"Delta, Cape Girardeau County, MO",-1.7,14
"Glennonville, Dunklin County, MO",-1.7,13
"Hayward, Pemiscot County, MO",-1.7,14
"Lamar, Barton County, MO",-1.7,16
"Linneus, Linn County, MO",-1.7,15
"Monroe City, Monroe County, MO",-1.7,19
"Novelty, Knox County, MO",-1.7,14
"Portageville, Pemiscot County, MO",-1.7,15
"St. Joseph, Buchanan County, MO",-1.7,16
