location,SPI,frequency
"Albany, Gentry County, MO",-1.3,30
"Auxvasse, Audrain County, MO",-1.3,29
"Brunswick, Carroll County, MO",-1.3,32
"Cardwell, Dunklin County, MO",-1.3,25
"Charleston, Mississippi County, MO",-1.3,27
"Clarkton, Dunklin County, MO",-1.3,30
"Columbia-Sanborn Field, Boone County, MO",-1.3,34
"Columbia-South Farms, Boone County, MO",-1.3,32
"Cook Station, Crawford County, MO",-1.3,33
"Corning, Atchison County, MO",-1.3,32
"Delta, Cape Girardeau County, MO",-1.3,33
"Glennonville, Dunklin County, MO",-1.3,24
"Hayward, Pemiscot County, MO",-1.3,25
"Lamar, Barton County, MO",-1.3,28
"Linneus, Linn County, MO",-1.3,34
"Monroe City, Monroe County, MO",-1.3,33
"Novelty, Knox County, MO",-1.3,31
"Portageville, Pemiscot County, MO",-1.3,26
"St. Joseph, Buchanan County, MO",-1.3,36
