location,SPI,frequency
"Albany, Gentry County, MO",-1.2,38
"Auxvasse, Audrain County, MO",-1.2,35
"Brunswick, Carroll County, MO",-1.2,39
"Cardwell, Dunklin County, MO",-1.2,30
"Charleston, Mississippi County, MO",-1.2,34
"Clarkton, Dunklin County, MO",-1.2,34
"Columbia-Sanborn Field, Boone County, MO",-1.2,37
"Columbia-South Farms, Boone County, MO",-1.2,34
"Cook Station, Crawford County, MO",-1.2,41
"Corning, Atchison County, MO",-1.2,36
"Delta, Cape Girardeau County, MO",-1.2,37
"Glennonville, Dunklin County, MO",-1.2,32
"Hayward, Pemiscot County, MO",-1.2,34
"Lamar, Barton County, MO",-1.2,33
"Linneus, Linn County, MO",-1.2,39
"Monroe City, Monroe County, MO",-1.2,41
"Novelty, Knox County, MO",-1.2,33
"Portageville, Pemiscot County, MO",-1.2,36
"St. Joseph, Buchanan County, MO",-1.2,38
