location,SPI,frequency
"Albany, Gentry County, MO",-0.3,120
"Auxvasse, Audrain County, MO",-0.3,110
"Brunswick, Carroll County, MO",-0.3,108
"Cardwell, Dunklin County, MO",-0.3,102
"Charleston, Mississippi County, MO",-0.3,116
"Clarkton, Dunklin County, MO",-0.3,120
"Columbia-Sanborn Field, Boone County, MO",-0.3,112
"Columbia-South Farms, Boone County, MO",-0.3,109
"Cook Station, Crawford County, MO",-0.3,111
"Corning, Atchison County, MO",-0.3,116
"Delta, Cape Girardeau County, MO",-0.3,119
"Glennonville, Dunklin County, MO",-0.3,121
"Hayward, Pemiscot County, MO",-0.3,118
"Lamar, Barton County, MO",-0.3,118
"Linneus, Linn County, MO",-0.3,116
"Monroe City, Monroe County, MO",-0.3,109
"Novelty, Knox County, MO",-0.3,123
"Portageville, Pemiscot County, MO",-0.3,117
"St. Joseph, Buchanan County, MO",-0.3,117
