location,SPI,frequency
"Albany, Gentry County, MO",-1.4,2.1818181818181817
"Auxvasse, Audrain County, MO",-1.4,2.272727272727273
"Brunswick, Carroll County, MO",-1.4,2.3636363636363638
"Cardwell, Dunklin County, MO",-1.4,2.0
"Charleston, Mississippi County, MO",-1.4,2.3
"Clarkton, Dunklin County, MO",-1.4,2.4
"Columbia-Sanborn Field, Boone County, MO",-1.4,2.727272727272727
"Columbia-South Farms, Boone County, MO",-1.4,2.4166666666666665
"Cook Station, Crawford County, MO",-1.4,2.1666666666666665
"Corning, Atchison County, MO",-1.4,2.3636363636363638
"Delta, Cape Girardeau County, MO",-1.4,2.5
"Glennonville, Dunklin County, MO",-1.4,1.6666666666666667
"Hayward, Pemiscot County, MO",-1.4,1.6153846153846154
"Lamar, Barton County, MO",-1.4,2.1666666666666665
"Linneus, Linn County, MO",-1.4,2.727272727272727
"Monroe City, Monroe County, MO",-1.4,2.230769230769231
"Novelty, Knox County, MO",-1.4,1.9166666666666667
"Portageville, Pemiscot County, MO",-1.4,3.125
"St. Joseph, Buchanan County, MO",-1.4,2.909090909090909
