location,SPI,frequency
"Albany, Gentry County, MO",-0.9,3.6875
"Auxvasse, Audrain County, MO",-0.9,3.4375
"Brunswick, Carroll County, MO",-0.9,3.6875
"Cardwell, Dunklin County, MO",-0.9,3.0588235294117645
"Charleston, Mississippi County, MO",-0.9,3.8666666666666667
"Clarkton, Dunklin County, MO",-0.9,3.933333333333333
"Columbia-Sanborn Field, Boone County, MO",-0.9,3.3125
"Columbia-South Farms, Boone County, MO",-0.9,3.2941176470588234
"Cook Station, Crawford County, MO",-0.9,3.5294117647058822
"Corning, Atchison County, MO",-0.9,3.625
"Delta, Cape Girardeau County, MO",-0.9,4.0
"Glennonville, Dunklin County, MO",-0.9,3.176470588235294
"Hayward, Pemiscot County, MO",-0.9,3.0
"Lamar, Barton County, MO",-0.9,2.9411764705882355
"Linneus, Linn County, MO",-0.9,3.25
"Monroe City, Monroe County, MO",-0.9,3.111111111111111
"Novelty, Knox County, MO",-0.9,3.235294117647059
"Portageville, Pemiscot County, MO",-0.9,4.076923076923077
"St. Joseph, Buchanan County, MO",-0.9,4.0
