location,SPI,frequency
"Albany, Gentry County, MO",-0.6,4.631578947368421
"Auxvasse, Audrain County, MO",-0.6,4.157894736842105
"Brunswick, Carroll County, MO",-0.6,4.105263157894737
"Cardwell, Dunklin County, MO",-0.6,3.65
"Charleston, Mississippi County, MO",-0.6,4.833333333333333
"Clarkton, Dunklin County, MO",-0.6,4.777777777777778
"Columbia-Sanborn Field, Boone County, MO",-0.6,4.157894736842105
"Columbia-South Farms, Boone County, MO",-0.6,4.3
"Cook Station, Crawford County, MO",-0.6,3.95
"Corning, Atchison County, MO",-0.6,4.578947368421052
"Delta, Cape Girardeau County, MO",-0.6,4.666666666666667
"Glennonville, Dunklin County, MO",-0.6,4.45
"Hayward, Pemiscot County, MO",-0.6,4.142857142857143
"Lamar, Barton County, MO",-0.6,4.35
"Linneus, Linn County, MO",-0.6,4.2105263157894735
"Monroe City, Monroe County, MO",-0.6,3.9523809523809526
"Novelty, Knox County, MO",-0.6,4.1
"Portageville, Pemiscot County, MO",-0.6,5.0625
"St. Joseph, Buchanan County, MO",-0.6,4.315789473684211
