location,SPI,frequency
"Albany, Gentry County, MO",-0.3,5.454545454545454
"Auxvasse, Audrain County, MO",-0.3,5.0
"Brunswick, Carroll County, MO",-0.3,4.909090909090909
"Cardwell, Dunklin County, MO",-0.3,4.434782608695652
"Charleston, Mississippi County, MO",-0.3,5.523809523809524
"Clarkton, Dunklin County, MO",-0.3,5.714285714285714
"Columbia-Sanborn Field, Boone County, MO",-0.3,5.090909090909091
"Columbia-South Farms, Boone County, MO",-0.3,4.739130434782608
"Cook Station, Crawford County, MO",-0.3,4.826086956521739
"Corning, Atchison County, MO",-0.3,5.2727272727272725
"Delta, Cape Girardeau County, MO",-0.3,5.666666666666667
"Glennonville, Dunklin County, MO",-0.3,5.260869565217392
"Hayward, Pemiscot County, MO",-0.3,4.916666666666667
"Lamar, Barton County, MO",-0.3,5.130434782608695
"Linneus, Linn County, MO",-0.3,5.2727272727272725
"Monroe City, Monroe County, MO",-0.3,4.541666666666667
"Novelty, Knox County, MO",-0.3,5.3478260869565215
"Portageville, Pemiscot County, MO",-0.3,6.157894736842105
"St. Joseph, Buchanan County, MO",-0.3,5.318181818181818
