location,SPI,frequency
"Albany, Gentry County, MO",-3.8,
"Auxvasse, Audrain County, MO",-3.8,
"Brunswick, Carroll County, MO",-3.8,
"Cardwell, Dunklin County, MO",-3.8,
"Charleston, Mississippi County, MO",-3.8,
"Clarkton, Dunklin County, MO",-3.8,
"Columbia-Sanborn Field, Boone County, MO",-3.8,
"Columbia-South Farms, Boone County, MO",-3.8,
"Cook Station, Crawford County, MO",-3.8,
"Corning, Atchison County, MO",-3.8,
"Delta, Cape Girardeau County, MO",-3.8,
"Glennonville, Dunklin County, MO",-3.8,
"Hayward, Pemiscot County, MO",-3.8,
"Lamar, Barton County, MO",-3.8,
"Linneus, Linn County, MO",-3.8,
"Monroe City, Monroe County, MO",-3.8,
"Novelty, Knox County, MO",-3.8,
"Portageville, Pemiscot County, MO",-3.8,
"St. Joseph, Buchanan County, MO",-3.8,
