location,SPI,frequency
"Albany, Gentry County, MO",-1.7,15
"Auxvasse, Audrain County, MO",-1.7,11
"Brunswick, Carroll County, MO",-1.7,21
"Cardwell, Dunklin County, MO",-1.7,17
"Charleston, Mississippi County, MO",-1.7,18
"Clarkton, Dunklin County, MO",-1.7,15
"Columbia-Sanborn Field, Boone County, MO",-1.7,16
"Columbia-South Farms, Boone County, MO",-1.7,17
"Cook Station, Crawford County, MO",-1.7,20
"Corning, Atchison County, MO",-1.7,15
"Delta, Cape Girardeau County, MO",-1.7,18
"Glennonville, Dunklin County, MO",-1.7,16
"Hayward, Pemiscot County, MO",-1.7,17
"Lamar, Barton County, MO",-1.7,12
"Linneus, Linn County, MO",-1.7,9
"Monroe City, Monroe County, MO",-1.7,15
"Novelty, Knox County, MO",-1.7,14
"Portageville, Pemiscot County, MO",-1.7,18
"St. Joseph, Buchanan County, MO",-1.7,17
