location,SPI,frequency
"Albany, Gentry County, MO",-1.1,49
"Auxvasse, Audrain County, MO",-1.1,55
"Brunswick, Carroll County, MO",-1.1,48
"Cardwell, Dunklin County, MO",-1.1,44
"Charleston, Mississippi County, MO",-1.1,48
"Clarkton, Dunklin County, MO",-1.1,48
"Columbia-Sanborn Field, Boone County, MO",-1.1,46
"Columbia-South Farms, Boone County, MO",-1.1,48
"Cook Station, Crawford County, MO",-1.1,47
"Corning, Atchison County, MO",-1.1,47
"Delta, Cape Girardeau County, MO",-1.1,47
"Glennonville, Dunklin County, MO",-1.1,43
"Hayward, Pemiscot County, MO",-1.1,45
"Lamar, Barton County, MO",-1.1,41
"Linneus, Linn County, MO",-1.1,44
"Monroe City, Monroe County, MO",-1.1,49
"Novelty, Knox County, MO",-1.1,43
"Portageville, Pemiscot County, MO",-1.1,47
"St. Joseph, Buchanan County, MO",-1.1,43
