location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-0.9,5,10,5
"Albany, Gentry County, MO",-0.9,11,12,1
"Albany, Gentry County, MO",-0.9,24,27,3
"Albany, Gentry County, MO",-0.9,29,41,12
"Albany, Gentry County, MO",-0.9,43,50,7
"Albany, Gentry County, MO",-0.9,76,79,3
"Albany, Gentry County, MO",-0.9,134,135,1
"Albany, Gentry County, MO",-0.9,141,143,2
"Albany, Gentry County, MO",-0.9,151,156,5
"Albany, Gentry County, MO",-0.9,157,158,1
"Albany, Gentry County, MO",-0.9,163,164,1
"Albany, Gentry County, MO",-0.9,166,169,3
"Albany, Gentry County, MO",-0.9,170,173,3
"Albany, Gentry County, MO",-0.9,183,184,1
"Albany, Gentry County, MO",-0.9,219,225,6
"Albany, Gentry County, MO",-0.9,260,261,1
"Albany, Gentry County, MO",-0.9,289,290,1
"Auxvasse, Audrain County, MO",-0.9,36,38,2
"Auxvasse, Audrain County, MO",-0.9,39,40,1
"Auxvasse, Audrain County, MO",-0.9,64,65,1
"Auxvasse, Audrain County, MO",-0.9,66,70,4
"Auxvasse, Audrain County, MO",-0.9,73,74,1
"Auxvasse, Audrain County, MO",-0.9,75,77,2
"Auxvasse, Audrain County, MO",-0.9,84,85,1
"Auxvasse, Audrain County, MO",-0.9,91,97,6
"Auxvasse, Audrain County, MO",-0.9,134,136,2
"Auxvasse, Audrain County, MO",-0.9,139,145,6
"Auxvasse, Audrain County, MO",-0.9,149,156,7
"Auxvasse, Audrain County, MO",-0.9,166,173,7
"Auxvasse, Audrain County, MO",-0.9,183,184,1
"Auxvasse, Audrain County, MO",-0.9,197,198,1
"Auxvasse, Audrain County, MO",-0.9,205,207,2
"Auxvasse, Audrain County, MO",-0.9,214,218,4
"Auxvasse, Audrain County, MO",-0.9,219,221,2
"Auxvasse, Audrain County, MO",-0.9,222,225,3
"Auxvasse, Audrain County, MO",-0.9,276,277,1
"Auxvasse, Audrain County, MO",-0.9,279,287,8
"Auxvasse, Audrain County, MO",-0.9,289,290,1
"Brunswick, Carroll County, MO",-0.9,26,27,1
"Brunswick, Carroll County, MO",-0.9,36,41,5
"Brunswick, Carroll County, MO",-0.9,42,43,1
"Brunswick, Carroll County, MO",-0.9,75,76,1
"Brunswick, Carroll County, MO",-0.9,95,97,2
"Brunswick, Carroll County, MO",-0.9,134,135,1
"Brunswick, Carroll County, MO",-0.9,141,142,1
"Brunswick, Carroll County, MO",-0.9,149,156,7
"Brunswick, Carroll County, MO",-0.9,165,174,9
"Brunswick, Carroll County, MO",-0.9,183,184,1
"Brunswick, Carroll County, MO",-0.9,197,198,1
"Brunswick, Carroll County, MO",-0.9,205,206,1
"Brunswick, Carroll County, MO",-0.9,215,217,2
"Brunswick, Carroll County, MO",-0.9,219,225,6
"Brunswick, Carroll County, MO",-0.9,263,266,3
"Brunswick, Carroll County, MO",-0.9,267,276,9
"Brunswick, Carroll County, MO",-0.9,281,287,6
"Cardwell, Dunklin County, MO",-0.9,10,13,3
"Cardwell, Dunklin County, MO",-0.9,14,21,7
"Cardwell, Dunklin County, MO",-0.9,64,65,1
"Cardwell, Dunklin County, MO",-0.9,69,79,10
"Cardwell, Dunklin County, MO",-0.9,88,93,5
"Cardwell, Dunklin County, MO",-0.9,104,107,3
"Cardwell, Dunklin County, MO",-0.9,123,124,1
"Cardwell, Dunklin County, MO",-0.9,125,135,10
"Cardwell, Dunklin County, MO",-0.9,148,153,5
"Cardwell, Dunklin County, MO",-0.9,169,170,1
"Cardwell, Dunklin County, MO",-0.9,180,184,4
"Cardwell, Dunklin County, MO",-0.9,205,207,2
"Cardwell, Dunklin County, MO",-0.9,214,217,3
"Cardwell, Dunklin County, MO",-0.9,272,275,3
"Cardwell, Dunklin County, MO",-0.9,291,292,1
"Charleston, Mississippi County, MO",-0.9,11,21,10
"Charleston, Mississippi County, MO",-0.9,50,58,8
"Charleston, Mississippi County, MO",-0.9,64,68,4
"Charleston, Mississippi County, MO",-0.9,69,70,1
"Charleston, Mississippi County, MO",-0.9,72,75,3
"Charleston, Mississippi County, MO",-0.9,91,92,1
"Charleston, Mississippi County, MO",-0.9,105,111,6
"Charleston, Mississippi County, MO",-0.9,123,124,1
"Charleston, Mississippi County, MO",-0.9,125,127,2
"Charleston, Mississippi County, MO",-0.9,129,133,4
"Charleston, Mississippi County, MO",-0.9,148,154,6
"Charleston, Mississippi County, MO",-0.9,179,182,3
"Charleston, Mississippi County, MO",-0.9,205,207,2
"Charleston, Mississippi County, MO",-0.9,214,217,3
"Charleston, Mississippi County, MO",-0.9,274,276,2
"Charleston, Mississippi County, MO",-0.9,289,292,3
"Clarkton, Dunklin County, MO",-0.9,10,13,3
"Clarkton, Dunklin County, MO",-0.9,16,21,5
"Clarkton, Dunklin County, MO",-0.9,50,54,4
"Clarkton, Dunklin County, MO",-0.9,64,68,4
"Clarkton, Dunklin County, MO",-0.9,69,70,1
"Clarkton, Dunklin County, MO",-0.9,71,77,6
"Clarkton, Dunklin County, MO",-0.9,88,89,1
"Clarkton, Dunklin County, MO",-0.9,90,95,5
"Clarkton, Dunklin County, MO",-0.9,105,107,2
"Clarkton, Dunklin County, MO",-0.9,110,112,2
"Clarkton, Dunklin County, MO",-0.9,125,126,1
"Clarkton, Dunklin County, MO",-0.9,127,135,8
"Clarkton, Dunklin County, MO",-0.9,148,156,8
"Clarkton, Dunklin County, MO",-0.9,179,182,3
"Clarkton, Dunklin County, MO",-0.9,183,184,1
"Clarkton, Dunklin County, MO",-0.9,205,206,1
"Clarkton, Dunklin County, MO",-0.9,214,217,3
"Clarkton, Dunklin County, MO",-0.9,274,275,1
"Clarkton, Dunklin County, MO",-0.9,291,292,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,37,38,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,39,40,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,66,67,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,74,79,5
"Columbia-Sanborn Field, Boone County, MO",-0.9,80,81,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,91,95,4
"Columbia-Sanborn Field, Boone County, MO",-0.9,134,135,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,141,143,2
"Columbia-Sanborn Field, Boone County, MO",-0.9,150,157,7
"Columbia-Sanborn Field, Boone County, MO",-0.9,166,171,5
"Columbia-Sanborn Field, Boone County, MO",-0.9,172,173,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,183,184,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,197,198,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,205,207,2
"Columbia-Sanborn Field, Boone County, MO",-0.9,215,218,3
"Columbia-Sanborn Field, Boone County, MO",-0.9,219,221,2
"Columbia-Sanborn Field, Boone County, MO",-0.9,222,225,3
"Columbia-Sanborn Field, Boone County, MO",-0.9,264,265,1
"Columbia-Sanborn Field, Boone County, MO",-0.9,271,277,6
"Columbia-Sanborn Field, Boone County, MO",-0.9,279,290,11
"Columbia-South Farms, Boone County, MO",-0.9,37,40,3
"Columbia-South Farms, Boone County, MO",-0.9,66,67,1
"Columbia-South Farms, Boone County, MO",-0.9,74,82,8
"Columbia-South Farms, Boone County, MO",-0.9,91,97,6
"Columbia-South Farms, Boone County, MO",-0.9,140,143,3
"Columbia-South Farms, Boone County, MO",-0.9,150,157,7
"Columbia-South Farms, Boone County, MO",-0.9,166,173,7
"Columbia-South Farms, Boone County, MO",-0.9,183,184,1
"Columbia-South Farms, Boone County, MO",-0.9,197,198,1
"Columbia-South Farms, Boone County, MO",-0.9,206,207,1
"Columbia-South Farms, Boone County, MO",-0.9,216,218,2
"Columbia-South Farms, Boone County, MO",-0.9,219,225,6
"Columbia-South Farms, Boone County, MO",-0.9,272,277,5
"Columbia-South Farms, Boone County, MO",-0.9,279,285,6
"Columbia-South Farms, Boone County, MO",-0.9,289,290,1
"Cook Station, Crawford County, MO",-0.9,5,10,5
"Cook Station, Crawford County, MO",-0.9,12,13,1
"Cook Station, Crawford County, MO",-0.9,15,17,2
"Cook Station, Crawford County, MO",-0.9,37,40,3
"Cook Station, Crawford County, MO",-0.9,56,57,1
"Cook Station, Crawford County, MO",-0.9,64,65,1
"Cook Station, Crawford County, MO",-0.9,66,68,2
"Cook Station, Crawford County, MO",-0.9,74,75,1
"Cook Station, Crawford County, MO",-0.9,78,79,1
"Cook Station, Crawford County, MO",-0.9,80,82,2
"Cook Station, Crawford County, MO",-0.9,91,92,1
"Cook Station, Crawford County, MO",-0.9,93,94,1
"Cook Station, Crawford County, MO",-0.9,95,96,1
"Cook Station, Crawford County, MO",-0.9,110,111,1
"Cook Station, Crawford County, MO",-0.9,148,154,6
"Cook Station, Crawford County, MO",-0.9,170,182,12
"Cook Station, Crawford County, MO",-0.9,183,184,1
"Cook Station, Crawford County, MO",-0.9,197,198,1
"Cook Station, Crawford County, MO",-0.9,204,207,3
"Cook Station, Crawford County, MO",-0.9,213,218,5
"Cook Station, Crawford County, MO",-0.9,284,286,2
"Cook Station, Crawford County, MO",-0.9,289,290,1
