location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-1.4,2000-08-01,2000-09-01,31 days
"Albany, Gentry County, MO",-1.4,2002-01-01,2002-02-01,31 days
"Albany, Gentry County, MO",-1.4,2002-03-01,2002-04-01,31 days
"Albany, Gentry County, MO",-1.4,2002-09-01,2003-04-01,212 days
"Albany, Gentry County, MO",-1.4,2003-10-01,2004-01-01,92 days
"Albany, Gentry County, MO",-1.4,2011-03-01,2011-04-01,31 days
"Albany, Gentry County, MO",-1.4,2012-09-01,2012-12-01,91 days
"Albany, Gentry County, MO",-1.4,2013-12-01,2014-01-01,31 days
"Albany, Gentry County, MO",-1.4,2014-05-01,2014-06-01,31 days
"Albany, Gentry County, MO",-1.4,2015-04-01,2015-05-01,30 days
"Albany, Gentry County, MO",-1.4,2018-04-01,2018-10-01,183 days
"Albany, Gentry County, MO",-1.4,2024-02-01,2024-03-01,29 days
"Auxvasse, Audrain County, MO",-1.4,2005-07-01,2005-09-01,62 days
"Auxvasse, Audrain County, MO",-1.4,2011-03-01,2011-04-01,31 days
"Auxvasse, Audrain County, MO",-1.4,2012-08-01,2012-12-01,122 days
"Auxvasse, Audrain County, MO",-1.4,2013-11-01,2013-12-01,30 days
"Auxvasse, Audrain County, MO",-1.4,2014-03-01,2014-04-01,31 days
"Auxvasse, Audrain County, MO",-1.4,2015-04-01,2015-05-01,30 days
"Auxvasse, Audrain County, MO",-1.4,2016-06-01,2016-07-01,30 days
"Auxvasse, Audrain County, MO",-1.4,2017-03-01,2017-04-01,31 days
"Auxvasse, Audrain County, MO",-1.4,2018-01-01,2018-02-01,31 days
"Auxvasse, Audrain County, MO",-1.4,2018-04-01,2018-06-01,61 days
"Auxvasse, Audrain County, MO",-1.4,2018-09-01,2018-10-01,30 days
"Auxvasse, Audrain County, MO",-1.4,2023-05-01,2023-11-01,184 days
"Auxvasse, Audrain County, MO",-1.4,2024-02-01,2024-03-01,29 days
"Brunswick, Carroll County, MO",-1.4,2003-02-01,2003-05-01,89 days
"Brunswick, Carroll County, MO",-1.4,2011-03-01,2011-04-01,31 days
"Brunswick, Carroll County, MO",-1.4,2012-08-01,2012-12-01,122 days
"Brunswick, Carroll County, MO",-1.4,2013-11-01,2014-04-01,151 days
"Brunswick, Carroll County, MO",-1.4,2014-05-01,2014-06-01,31 days
"Brunswick, Carroll County, MO",-1.4,2018-01-01,2018-02-01,31 days
"Brunswick, Carroll County, MO",-1.4,2018-04-01,2018-08-01,122 days
"Brunswick, Carroll County, MO",-1.4,2021-12-01,2022-03-01,90 days
"Brunswick, Carroll County, MO",-1.4,2022-08-01,2022-12-01,122 days
"Brunswick, Carroll County, MO",-1.4,2023-06-01,2023-11-01,153 days
"Cardwell, Dunklin County, MO",-1.4,2000-12-01,2001-02-01,62 days
"Cardwell, Dunklin County, MO",-1.4,2001-04-01,2001-06-01,61 days
"Cardwell, Dunklin County, MO",-1.4,2001-08-01,2001-10-01,61 days
"Cardwell, Dunklin County, MO",-1.4,2005-10-01,2005-11-01,31 days
"Cardwell, Dunklin County, MO",-1.4,2005-12-01,2006-06-01,182 days
"Cardwell, Dunklin County, MO",-1.4,2007-05-01,2007-06-01,31 days
"Cardwell, Dunklin County, MO",-1.4,2007-07-01,2007-10-01,92 days
"Cardwell, Dunklin County, MO",-1.4,2008-10-01,2008-12-01,61 days
"Cardwell, Dunklin County, MO",-1.4,2010-06-01,2010-07-01,30 days
"Cardwell, Dunklin County, MO",-1.4,2010-10-01,2010-12-01,61 days
"Cardwell, Dunklin County, MO",-1.4,2011-01-01,2011-03-01,59 days
"Cardwell, Dunklin County, MO",-1.4,2012-05-01,2012-09-01,123 days
"Cardwell, Dunklin County, MO",-1.4,2017-12-01,2018-02-01,62 days
"Cardwell, Dunklin County, MO",-1.4,2022-10-01,2022-12-01,61 days
"Charleston, Mississippi County, MO",-1.4,2001-01-01,2001-02-01,31 days
"Charleston, Mississippi County, MO",-1.4,2001-03-01,2001-07-01,122 days
"Charleston, Mississippi County, MO",-1.4,2001-08-01,2001-10-01,61 days
"Charleston, Mississippi County, MO",-1.4,2004-03-01,2004-04-01,31 days
"Charleston, Mississippi County, MO",-1.4,2004-05-01,2004-11-01,184 days
"Charleston, Mississippi County, MO",-1.4,2006-02-01,2006-04-01,59 days
"Charleston, Mississippi County, MO",-1.4,2008-11-01,2009-02-01,92 days
"Charleston, Mississippi County, MO",-1.4,2010-10-01,2010-12-01,61 days
"Charleston, Mississippi County, MO",-1.4,2012-06-01,2012-10-01,122 days
"Charleston, Mississippi County, MO",-1.4,2017-02-01,2017-03-01,28 days
"Charleston, Mississippi County, MO",-1.4,2017-11-01,2018-02-01,92 days
"Charleston, Mississippi County, MO",-1.4,2022-11-01,2023-01-01,61 days
"Charleston, Mississippi County, MO",-1.4,2024-03-01,2024-05-01,61 days
"Clarkton, Dunklin County, MO",-1.4,2000-12-01,2001-01-01,31 days
"Clarkton, Dunklin County, MO",-1.4,2001-05-01,2001-06-01,31 days
"Clarkton, Dunklin County, MO",-1.4,2001-08-01,2001-10-01,61 days
"Clarkton, Dunklin County, MO",-1.4,2004-04-01,2004-06-01,61 days
"Clarkton, Dunklin County, MO",-1.4,2005-05-01,2005-06-01,31 days
"Clarkton, Dunklin County, MO",-1.4,2005-07-01,2005-08-01,31 days
"Clarkton, Dunklin County, MO",-1.4,2006-02-01,2006-04-01,59 days
"Clarkton, Dunklin County, MO",-1.4,2007-07-01,2007-10-01,92 days
"Clarkton, Dunklin County, MO",-1.4,2010-10-01,2011-03-01,151 days
"Clarkton, Dunklin County, MO",-1.4,2012-06-01,2012-10-01,122 days
"Clarkton, Dunklin County, MO",-1.4,2015-02-01,2015-03-01,28 days
"Clarkton, Dunklin County, MO",-1.4,2024-04-01,2024-05-01,30 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2006-04-01,2006-06-01,61 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2012-08-01,2013-01-01,153 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2013-11-01,2013-12-01,30 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2014-03-01,2014-04-01,31 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2015-04-01,2015-05-01,30 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2016-06-01,2016-07-01,30 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2017-03-01,2017-04-01,31 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2018-01-01,2018-02-01,31 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2018-04-01,2018-06-01,61 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2018-08-01,2018-10-01,61 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2022-11-01,2023-02-01,92 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2023-04-01,2023-11-01,214 days
"Columbia-Sanborn Field, Boone County, MO",-1.4,2024-02-01,2024-03-01,29 days
"Columbia-South Farms, Boone County, MO",-1.4,2005-07-01,2005-08-01,31 days
"Columbia-South Farms, Boone County, MO",-1.4,2006-04-01,2006-06-01,61 days
"Columbia-South Farms, Boone County, MO",-1.4,2006-07-01,2006-08-01,31 days
"Columbia-South Farms, Boone County, MO",-1.4,2007-10-01,2007-12-01,61 days
"Columbia-South Farms, Boone County, MO",-1.4,2012-08-01,2013-02-01,184 days
"Columbia-South Farms, Boone County, MO",-1.4,2013-11-01,2014-04-01,151 days
"Columbia-South Farms, Boone County, MO",-1.4,2015-04-01,2015-05-01,30 days
"Columbia-South Farms, Boone County, MO",-1.4,2016-06-01,2016-07-01,30 days
"Columbia-South Farms, Boone County, MO",-1.4,2017-03-01,2017-04-01,31 days
"Columbia-South Farms, Boone County, MO",-1.4,2018-04-01,2018-06-01,61 days
"Columbia-South Farms, Boone County, MO",-1.4,2018-07-01,2018-10-01,92 days
"Columbia-South Farms, Boone County, MO",-1.4,2022-11-01,2022-12-01,30 days
"Columbia-South Farms, Boone County, MO",-1.4,2023-01-01,2023-02-01,31 days
"Columbia-South Farms, Boone County, MO",-1.4,2023-05-01,2023-07-01,61 days
