location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-1.6,2000-08-01,2000-09-01,31 days
"Albany, Gentry County, MO",-1.6,2002-03-01,2002-04-01,31 days
"Albany, Gentry County, MO",-1.6,2002-11-01,2003-01-01,61 days
"Albany, Gentry County, MO",-1.6,2003-02-01,2003-04-01,59 days
"Albany, Gentry County, MO",-1.6,2003-12-01,2004-01-01,31 days
"Albany, Gentry County, MO",-1.6,2011-03-01,2011-04-01,31 days
"Albany, Gentry County, MO",-1.6,2012-09-01,2012-12-01,91 days
"Albany, Gentry County, MO",-1.6,2014-05-01,2014-06-01,31 days
"Albany, Gentry County, MO",-1.6,2015-04-01,2015-05-01,30 days
"Albany, Gentry County, MO",-1.6,2018-04-01,2018-09-01,153 days
"Auxvasse, Audrain County, MO",-1.6,2005-07-01,2005-09-01,62 days
"Auxvasse, Audrain County, MO",-1.6,2012-10-01,2012-11-01,31 days
"Auxvasse, Audrain County, MO",-1.6,2014-03-01,2014-04-01,31 days
"Auxvasse, Audrain County, MO",-1.6,2015-04-01,2015-05-01,30 days
"Auxvasse, Audrain County, MO",-1.6,2016-06-01,2016-07-01,30 days
"Auxvasse, Audrain County, MO",-1.6,2017-03-01,2017-04-01,31 days
"Auxvasse, Audrain County, MO",-1.6,2018-01-01,2018-02-01,31 days
"Auxvasse, Audrain County, MO",-1.6,2023-05-01,2023-10-01,153 days
"Brunswick, Carroll County, MO",-1.6,2003-02-01,2003-04-01,59 days
"Brunswick, Carroll County, MO",-1.6,2011-03-01,2011-04-01,31 days
"Brunswick, Carroll County, MO",-1.6,2012-08-01,2012-09-01,31 days
"Brunswick, Carroll County, MO",-1.6,2012-10-01,2012-12-01,61 days
"Brunswick, Carroll County, MO",-1.6,2013-11-01,2014-02-01,92 days
"Brunswick, Carroll County, MO",-1.6,2014-03-01,2014-04-01,31 days
"Brunswick, Carroll County, MO",-1.6,2014-05-01,2014-06-01,31 days
"Brunswick, Carroll County, MO",-1.6,2018-04-01,2018-07-01,91 days
"Brunswick, Carroll County, MO",-1.6,2022-01-01,2022-03-01,59 days
"Brunswick, Carroll County, MO",-1.6,2022-09-01,2022-11-01,61 days
"Brunswick, Carroll County, MO",-1.6,2023-06-01,2023-11-01,153 days
"Cardwell, Dunklin County, MO",-1.6,2000-12-01,2001-02-01,62 days
"Cardwell, Dunklin County, MO",-1.6,2001-05-01,2001-06-01,31 days
"Cardwell, Dunklin County, MO",-1.6,2001-08-01,2001-10-01,61 days
"Cardwell, Dunklin County, MO",-1.6,2005-10-01,2005-11-01,31 days
"Cardwell, Dunklin County, MO",-1.6,2006-02-01,2006-06-01,120 days
"Cardwell, Dunklin County, MO",-1.6,2007-07-01,2007-09-01,62 days
"Cardwell, Dunklin County, MO",-1.6,2008-11-01,2008-12-01,30 days
"Cardwell, Dunklin County, MO",-1.6,2010-06-01,2010-07-01,30 days
"Cardwell, Dunklin County, MO",-1.6,2010-10-01,2010-11-01,31 days
"Cardwell, Dunklin County, MO",-1.6,2011-01-01,2011-02-01,31 days
"Cardwell, Dunklin County, MO",-1.6,2012-06-01,2012-09-01,92 days
"Cardwell, Dunklin County, MO",-1.6,2018-01-01,2018-02-01,31 days
"Cardwell, Dunklin County, MO",-1.6,2022-11-01,2022-12-01,30 days
"Charleston, Mississippi County, MO",-1.6,2001-01-01,2001-02-01,31 days
"Charleston, Mississippi County, MO",-1.6,2001-04-01,2001-07-01,91 days
"Charleston, Mississippi County, MO",-1.6,2004-05-01,2004-10-01,153 days
"Charleston, Mississippi County, MO",-1.6,2006-02-01,2006-03-01,28 days
"Charleston, Mississippi County, MO",-1.6,2008-11-01,2008-12-01,30 days
"Charleston, Mississippi County, MO",-1.6,2012-06-01,2012-10-01,122 days
"Charleston, Mississippi County, MO",-1.6,2017-02-01,2017-03-01,28 days
"Charleston, Mississippi County, MO",-1.6,2017-12-01,2018-02-01,62 days
"Charleston, Mississippi County, MO",-1.6,2022-11-01,2023-01-01,61 days
"Charleston, Mississippi County, MO",-1.6,2024-04-01,2024-05-01,30 days
"Clarkton, Dunklin County, MO",-1.6,2001-05-01,2001-06-01,31 days
"Clarkton, Dunklin County, MO",-1.6,2001-08-01,2001-09-01,31 days
"Clarkton, Dunklin County, MO",-1.6,2005-05-01,2005-06-01,31 days
"Clarkton, Dunklin County, MO",-1.6,2006-02-01,2006-03-01,28 days
"Clarkton, Dunklin County, MO",-1.6,2007-07-01,2007-10-01,92 days
"Clarkton, Dunklin County, MO",-1.6,2010-10-01,2011-02-01,123 days
"Clarkton, Dunklin County, MO",-1.6,2012-06-01,2012-10-01,122 days
"Clarkton, Dunklin County, MO",-1.6,2024-04-01,2024-05-01,30 days
"Columbia-Sanborn Field, Boone County, MO",-1.6,2006-04-01,2006-06-01,61 days
"Columbia-Sanborn Field, Boone County, MO",-1.6,2012-09-01,2013-01-01,122 days
"Columbia-Sanborn Field, Boone County, MO",-1.6,2014-03-01,2014-04-01,31 days
"Columbia-Sanborn Field, Boone County, MO",-1.6,2016-06-01,2016-07-01,30 days
"Columbia-Sanborn Field, Boone County, MO",-1.6,2017-03-01,2017-04-01,31 days
"Columbia-Sanborn Field, Boone County, MO",-1.6,2018-04-01,2018-05-01,30 days
