location,SPI,frequency
"Albany, Gentry County, MO",-1.4,2.7777777777777777
"Auxvasse, Audrain County, MO",-1.4,2.272727272727273
"Brunswick, Carroll County, MO",-1.4,2.0
"Cardwell, Dunklin County, MO",-1.4,2.4444444444444446
"Charleston, Mississippi County, MO",-1.4,3.4444444444444446
"Clarkton, Dunklin County, MO",-1.4,1.9166666666666667
"Columbia-Sanborn Field, Boone County, MO",-1.4,2.1818181818181817
"Columbia-South Farms, Boone County, MO",-1.4,2.4545454545454546
"Cook Station, Crawford County, MO",-1.4,2.6363636363636362
"Corning, Atchison County, MO",-1.4,3.0
"Delta, Cape Girardeau County, MO",-1.4,2.4
"Glennonville, Dunklin County, MO",-1.4,2.5
"Hayward, Pemiscot County, MO",-1.4,2.0
"Lamar, Barton County, MO",-1.4,2.9
"Linneus, Linn County, MO",-1.4,2.230769230769231
"Monroe City, Monroe County, MO",-1.4,2.3636363636363638
"Novelty, Knox County, MO",-1.4,2.8
"Portageville, Pemiscot County, MO",-1.4,2.5
"St. Joseph, Buchanan County, MO",-1.4,2.6923076923076925
