location,SPI,frequency
"Albany, Gentry County, MO",-1.7,2.0
"Auxvasse, Audrain County, MO",-1.7,1.75
"Brunswick, Carroll County, MO",-1.7,1.6363636363636365
"Cardwell, Dunklin County, MO",-1.7,2.3333333333333335
"Charleston, Mississippi County, MO",-1.7,2.8333333333333335
"Clarkton, Dunklin County, MO",-1.7,1.5555555555555556
"Columbia-Sanborn Field, Boone County, MO",-1.7,1.875
"Columbia-South Farms, Boone County, MO",-1.7,1.875
"Cook Station, Crawford County, MO",-1.7,2.25
"Corning, Atchison County, MO",-1.7,2.375
"Delta, Cape Girardeau County, MO",-1.7,2.0
"Glennonville, Dunklin County, MO",-1.7,2.142857142857143
"Hayward, Pemiscot County, MO",-1.7,1.7
"Lamar, Barton County, MO",-1.7,2.5714285714285716
"Linneus, Linn County, MO",-1.7,1.6
"Monroe City, Monroe County, MO",-1.7,1.625
"Novelty, Knox County, MO",-1.7,2.2857142857142856
"Portageville, Pemiscot County, MO",-1.7,1.7777777777777777
"St. Joseph, Buchanan County, MO",-1.7,2.0
