location,SPI,frequency
"Albany, Gentry County, MO",-1.6,2.4285714285714284
"Auxvasse, Audrain County, MO",-1.6,2.0
"Brunswick, Carroll County, MO",-1.6,1.5833333333333333
"Cardwell, Dunklin County, MO",-1.6,2.7142857142857144
"Charleston, Mississippi County, MO",-1.6,3.0
"Clarkton, Dunklin County, MO",-1.6,1.7
"Columbia-Sanborn Field, Boone County, MO",-1.6,1.8888888888888888
"Columbia-South Farms, Boone County, MO",-1.6,2.111111111111111
"Cook Station, Crawford County, MO",-1.6,2.5555555555555554
"Corning, Atchison County, MO",-1.6,2.6666666666666665
"Delta, Cape Girardeau County, MO",-1.6,2.0
"Glennonville, Dunklin County, MO",-1.6,2.5
"Hayward, Pemiscot County, MO",-1.6,1.7272727272727273
"Lamar, Barton County, MO",-1.6,2.625
"Linneus, Linn County, MO",-1.6,1.9090909090909092
"Monroe City, Monroe County, MO",-1.6,1.6666666666666667
"Novelty, Knox County, MO",-1.6,2.5
"Portageville, Pemiscot County, MO",-1.6,2.4
"St. Joseph, Buchanan County, MO",-1.6,2.272727272727273
