location,duration
"Albany, Gentry County, MO",119
"Auxvasse, Audrain County, MO",125
"Brunswick, Carroll County, MO",114
"Cardwell, Dunklin County, MO",115
"Charleston, Mississippi County, MO",108
"Clarkton, Dunklin County, MO",121
"Columbia-Sanborn Field, Boone County, MO",96
"Columbia-South Farms, Boone County, MO",100
"Cook Station, Crawford County, MO",113
"Corning, Atchison County, MO",117
"Delta, Cape Girardeau County, MO",119
"Glennonville, Dunklin County, MO",126
"Hayward, Pemiscot County, MO",107
"Lamar, Barton County, MO",118
"Linneus, Linn County, MO",125
"Monroe City, Monroe County, MO",118
"Novelty, Knox County, MO",130
"Portageville, Pemiscot County, MO",113
"St. Joseph, Buchanan County, MO",108
