location,duration
"Albany, Gentry County, MO",79
"Auxvasse, Audrain County, MO",84
"Brunswick, Carroll County, MO",78
"Cardwell, Dunklin County, MO",80
"Charleston, Mississippi County, MO",77
"Clarkton, Dunklin County, MO",85
"Columbia-Sanborn Field, Boone County, MO",76
"Columbia-South Farms, Boone County, MO",83
"Cook Station, Crawford County, MO",76
"Corning, Atchison County, MO",75
"Delta, Cape Girardeau County, MO",84
"Glennonville, Dunklin County, MO",82
"Hayward, Pemiscot County, MO",76
"Lamar, Barton County, MO",83
"Linneus, Linn County, MO",88
"Monroe City, Monroe County, MO",85
"Novelty, Knox County, MO",85
"Portageville, Pemiscot County, MO",72
"St. Joseph, Buchanan County, MO",76
