location,duration
"Albany, Gentry County, MO",69
"Auxvasse, Audrain County, MO",76
"Brunswick, Carroll County, MO",70
"Cardwell, Dunklin County, MO",72
"Charleston, Mississippi County, MO",71
"Clarkton, Dunklin County, MO",78
"Columbia-Sanborn Field, Boone County, MO",74
"Columbia-South Farms, Boone County, MO",73
"Cook Station, Crawford County, MO",66
"Corning, Atchison County, MO",69
"Delta, Cape Girardeau County, MO",78
"Glennonville, Dunklin County, MO",75
"Hayward, Pemiscot County, MO",65
"Lamar, Barton County, MO",74
"Linneus, Linn County, MO",77
"Monroe City, Monroe County, MO",80
"Novelty, Knox County, MO",77
"Portageville, Pemiscot County, MO",70
"St. Joseph, Buchanan County, MO",70
