location,duration
"Albany, Gentry County, MO",64
"Auxvasse, Audrain County, MO",67
"Brunswick, Carroll County, MO",62
"Cardwell, Dunklin County, MO",64
"Charleston, Mississippi County, MO",66
"Clarkton, Dunklin County, MO",71
"Columbia-Sanborn Field, Boone County, MO",67
"Columbia-South Farms, Boone County, MO",70
"Cook Station, Crawford County, MO",63
"Corning, Atchison County, MO",61
"Delta, Cape Girardeau County, MO",62
"Glennonville, Dunklin County, MO",67
"Hayward, Pemiscot County, MO",58
"Lamar, Barton County, MO",59
"Linneus, Linn County, MO",63
"Monroe City, Monroe County, MO",71
"Novelty, Knox County, MO",61
"Portageville, Pemiscot County, MO",59
"St. Joseph, Buchanan County, MO",62
