location,duration
"Albany, Gentry County, MO",4
"Brunswick, Carroll County, MO",2
"Charleston, Mississippi County, MO",2
"Clarkton, Dunklin County, MO",1
"Columbia-Sanborn Field, Boone County, MO",1
"Columbia-South Farms, Boone County, MO",2
"Cook Station, Crawford County, MO",4
"Corning, Atchison County, MO",3
"Glennonville, Dunklin County, MO",1
"Hayward, Pemiscot County, MO",3
"Lamar, Barton County, MO",4
"Linneus, Linn County, MO",2
"Novelty, Knox County, MO",1
"Portageville, Pemiscot County, MO",2
"St. Joseph, Buchanan County, MO",8
