location,duration
"Albany, Gentry County, MO",89
"Auxvasse, Audrain County, MO",93
"Brunswick, Carroll County, MO",83
"Cardwell, Dunklin County, MO",89
"Charleston, Mississippi County, MO",88
"Clarkton, Dunklin County, MO",92
"Columbia-Sanborn Field, Boone County, MO",85
"Columbia-South Farms, Boone County, MO",92
"Cook Station, Crawford County, MO",81
"Corning, Atchison County, MO",84
"Delta, Cape Girardeau County, MO",95
"Glennonville, Dunklin County, MO",94
"Hayward, Pemiscot County, MO",86
"Lamar, Barton County, MO",90
"Linneus, Linn County, MO",95
"Monroe City, Monroe County, MO",99
"Novelty, Knox County, MO",96
"Portageville, Pemiscot County, MO",81
"St. Joseph, Buchanan County, MO",82
