location,duration
"Albany, Gentry County, MO",97
"Auxvasse, Audrain County, MO",101
"Brunswick, Carroll County, MO",93
"Cardwell, Dunklin County, MO",100
"Charleston, Mississippi County, MO",95
"Clarkton, Dunklin County, MO",106
"Columbia-Sanborn Field, Boone County, MO",90
"Columbia-South Farms, Boone County, MO",100
"Cook Station, Crawford County, MO",91
"Corning, Atchison County, MO",102
"Delta, Cape Girardeau County, MO",101
"Glennonville, Dunklin County, MO",103
"Hayward, Pemiscot County, MO",93
"Lamar, Barton County, MO",100
"Linneus, Linn County, MO",104
"Monroe City, Monroe County, MO",107
"Novelty, Knox County, MO",106
"Portageville, Pemiscot County, MO",88
"St. Joseph, Buchanan County, MO",90
