Year      Month     Average
2000      1         0.0055
2000      2         0.0797
2000      3         0.0523
2000      4         0.0847
2000      5         0.0865
2000      6         0.2423
2000      7         0.1174
2000      8         0.0765
2000      9         0.1837
2000      10        0.0648
2000      11        0.0737
2000      12        0.0023
2001      1         0.0658
2001      2         0.0857
2001      3         0.0758
2001      4         0.1097
2001      5         0.1948
2001      6         0.2170
2001      7         0.1606
2001      8         0.1148
2001      9         0.1537
2001      10        0.0706
2001      11        0.0203
2001      12        0.0239
2002      1         0.0042
2002      2         0.0439
2002      3         0.0268
2002      4         0.1033
2002      5         0.1735
2002      6         0.0593
2002      7         0.0458
2002      8         0.1081
2002      9         0.0217
2002      10        0.0845
2002      11        0.0107
2002      12        0.0000
2003      1         0.0042
2003      2         0.0146
2003      3         0.0348
2003      4         0.1913
2003      5         0.1174
2003      6         0.2047
2003      7         0.0135
2003      8         0.1235
2003      9         0.1287
2003      10        0.0494
2003      11        0.0257
2003      12        0.0674
2004      1         0.0061
2004      2         0.0162
