Timescale_Months,Location,Month,SPI_Value,Severity_Label,Rainfall_Threshold_in
6,"Auxvasse, Audrain County, MO",April,2,Exceptional Wet,41.3256
6,"Auxvasse, Audrain County, MO",May,-2,Exceptional Drought,11.8542
6,"Auxvasse, Audrain County, MO",May,-1.6,Extreme Drought,13.6882
6,"Auxvasse, Audrain County, MO",May,-1.3,Severe Drought,15.1875
6,"Auxvasse, Audrain County, MO",May,-0.8,Moderate Drought,17.9324
6,"Auxvasse, Audrain County, MO",May,-0.5,Abnormally Dry,19.7323
6,"Auxvasse, Audrain County, MO",May,0.5,Abnormally Wet,26.6043
6,"Auxvasse, Audrain County, MO",May,0.8,Moderate Wet,28.9384
6,"Auxvasse, Audrain County, MO",May,1.3,Severe Wet,33.1195
6,"Auxvasse, Audrain County, MO",May,1.6,Extreme Wet,35.8065
6,"Auxvasse, Audrain County, MO",May,2,Exceptional Wet,39.6018
6,"Auxvasse, Audrain County, MO",June,-2,Exceptional Drought,9.806
6,"Auxvasse, Audrain County, MO",June,-1.6,Extreme Drought,11.5225
6,"Auxvasse, Audrain County, MO",June,-1.3,Severe Drought,12.9409
6,"Auxvasse, Audrain County, MO",June,-0.8,Moderate Drought,15.567
6,"Auxvasse, Audrain County, MO",June,-0.5,Abnormally Dry,17.3063
6,"Auxvasse, Audrain County, MO",June,0.5,Abnormally Wet,24.0429
6,"Auxvasse, Audrain County, MO",June,0.8,Moderate Wet,26.3585
6,"Auxvasse, Audrain County, MO",June,1.3,Severe Wet,30.5332
6,"Auxvasse, Audrain County, MO",June,1.6,Extreme Wet,33.2319
6,"Auxvasse, Audrain County, MO",June,2,Exceptional Wet,37.0616
6,"Auxvasse, Audrain County, MO",July,-2,Exceptional Drought,8.6338
6,"Auxvasse, Audrain County, MO",July,-1.6,Extreme Drought,10.0813
6,"Auxvasse, Audrain County, MO",July,-1.3,Severe Drought,11.2728
6,"Auxvasse, Audrain County, MO",July,-0.8,Moderate Drought,13.4699
6,"Auxvasse, Audrain County, MO",July,-0.5,Abnormally Dry,14.9198
6,"Auxvasse, Audrain County, MO",July,0.5,Abnormally Wet,20.5067
6,"Auxvasse, Audrain County, MO",July,0.8,Moderate Wet,22.4189
6,"Auxvasse, Audrain County, MO",July,1.3,Severe Wet,25.8586
6,"Auxvasse, Audrain County, MO",July,1.6,Extreme Wet,28.0775
6,"Auxvasse, Audrain County, MO",July,2,Exceptional Wet,31.2211
6,"Auxvasse, Audrain County, MO",August,-2,Exceptional Drought,9.247
6,"Auxvasse, Audrain County, MO",August,-1.6,Extreme Drought,10.3243
6,"Auxvasse, Audrain County, MO",August,-1.3,Severe Drought,11.1871
6,"Auxvasse, Audrain County, MO",August,-0.8,Moderate Drought,12.7327
6,"Auxvasse, Audrain County, MO",August,-0.5,Abnormally Dry,13.7265
6,"Auxvasse, Audrain County, MO",August,0.5,Abnormally Wet,17.4132
6,"Auxvasse, Audrain County, MO",August,0.8,Moderate Wet,18.635
6,"Auxvasse, Audrain County, MO",August,1.3,Severe Wet,20.7943
6,"Auxvasse, Audrain County, MO",August,1.6,Extreme Wet,22.1648
6,"Auxvasse, Audrain County, MO",August,2,Exceptional Wet,24.0814
6,"Auxvasse, Audrain County, MO",September,-2,Exceptional Drought,7.0283
6,"Auxvasse, Audrain County, MO",September,-1.6,Extreme Drought,8.0739
6,"Auxvasse, Audrain County, MO",September,-1.3,Severe Drought,8.9259
6,"Auxvasse, Audrain County, MO",September,-0.8,Moderate Drought,10.4806
6,"Auxvasse, Audrain County, MO",September,-0.5,Abnormally Dry,11.4971
6,"Auxvasse, Audrain County, MO",September,0.5,Abnormally Wet,15.3611
6,"Auxvasse, Audrain County, MO",September,0.8,Moderate Wet,16.6688
6,"Auxvasse, Audrain County, MO",September,1.3,Severe Wet,19.0066
6,"Auxvasse, Audrain County, MO",September,1.6,Extreme Wet,20.5063
6,"Auxvasse, Audrain County, MO",September,2,Exceptional Wet,22.6215
6,"Auxvasse, Audrain County, MO",October,-2,Exceptional Drought,7.7781
6,"Auxvasse, Audrain County, MO",October,-1.6,Extreme Drought,8.7713
6,"Auxvasse, Audrain County, MO",October,-1.3,Severe Drought,9.5715
6,"Auxvasse, Audrain County, MO",October,-0.8,Moderate Drought,11.0144
6,"Auxvasse, Audrain County, MO",October,-0.5,Abnormally Dry,11.9476
6,"Auxvasse, Audrain County, MO",October,0.5,Abnormally Wet,15.4397
6,"Auxvasse, Audrain County, MO",October,0.8,Moderate Wet,16.6057
6,"Auxvasse, Audrain County, MO",October,1.3,Severe Wet,18.675
6,"Auxvasse, Audrain County, MO",October,1.6,Extreme Wet,19.9935
6,"Auxvasse, Audrain County, MO",October,2,Exceptional Wet,21.8431
6,"Auxvasse, Audrain County, MO",November,-2,Exceptional Drought,8.7708
6,"Auxvasse, Audrain County, MO",November,-1.6,Extreme Drought,9.7462
6,"Auxvasse, Audrain County, MO",November,-1.3,Severe Drought,10.5252
6,"Auxvasse, Audrain County, MO",November,-0.8,Moderate Drought,11.9164
6,"Auxvasse, Audrain County, MO",November,-0.5,Abnormally Dry,12.8083
6,"Auxvasse, Audrain County, MO",November,0.5,Abnormally Wet,16.1034
6,"Auxvasse, Audrain County, MO",November,0.8,Moderate Wet,17.1915
6,"Auxvasse, Audrain County, MO",November,1.3,Severe Wet,19.1105
6,"Auxvasse, Audrain County, MO",November,1.6,Extreme Wet,20.3263
6,"Auxvasse, Audrain County, MO",November,2,Exceptional Wet,22.0238
6,"Auxvasse, Audrain County, MO",December,-2,Exceptional Drought,10.4232
6,"Auxvasse, Audrain County, MO",December,-1.6,Extreme Drought,11.5392
6,"Auxvasse, Audrain County, MO",December,-1.3,Severe Drought,12.4283
6,"Auxvasse, Audrain County, MO",December,-0.8,Moderate Drought,14.0124
6,"Auxvasse, Audrain County, MO",December,-0.5,Abnormally Dry,15.0257
6,"Auxvasse, Audrain County, MO",December,0.5,Abnormally Wet,18.7569
6,"Auxvasse, Audrain County, MO",December,0.8,Moderate Wet,19.9855
6,"Auxvasse, Audrain County, MO",December,1.3,Severe Wet,22.1486
6,"Auxvasse, Audrain County, MO",December,1.6,Extreme Wet,23.5169
6,"Auxvasse, Audrain County, MO",December,2,Exceptional Wet,25.4251
6,"Brunswick, Carroll County, MO",January,-2,Exceptional Drought,10.742
6,"Brunswick, Carroll County, MO",January,-1.6,Extreme Drought,12.0842
6,"Brunswick, Carroll County, MO",January,-1.3,Severe Drought,13.164
6,"Brunswick, Carroll County, MO",January,-0.8,Moderate Drought,15.1079
6,"Brunswick, Carroll County, MO",January,-0.5,Abnormally Dry,16.3633
6,"Brunswick, Carroll County, MO",January,0.5,Abnormally Wet,21.0514
6,"Brunswick, Carroll County, MO",January,0.8,Moderate Wet,22.614
6,"Brunswick, Carroll County, MO",January,1.3,Severe Wet,25.3841
6,"Brunswick, Carroll County, MO",January,1.6,Extreme Wet,27.1475
6,"Brunswick, Carroll County, MO",January,2,Exceptional Wet,29.6194
6,"Brunswick, Carroll County, MO",February,-2,Exceptional Drought,11.7469
6,"Brunswick, Carroll County, MO",February,-1.6,Extreme Drought,13.3705
6,"Brunswick, Carroll County, MO",February,-1.3,Severe Drought,14.6861
6,"Brunswick, Carroll County, MO",February,-0.8,Moderate Drought,17.0726
6,"Brunswick, Carroll County, MO",February,-0.5,Abnormally Dry,18.6245
6,"Brunswick, Carroll County, MO",February,0.5,Abnormally Wet,24.4781
6,"Brunswick, Carroll County, MO",February,0.8,Moderate Wet,26.4461
6,"Brunswick, Carroll County, MO",February,1.3,Severe Wet,29.9516
6,"Brunswick, Carroll County, MO",February,1.6,Extreme Wet,32.193
6,"Brunswick, Carroll County, MO",February,2,Exceptional Wet,35.3459
6,"Brunswick, Carroll County, MO",March,-2,Exceptional Drought,15.1024
6,"Brunswick, Carroll County, MO",March,-1.6,Extreme Drought,16.7472
6,"Brunswick, Carroll County, MO",March,-1.3,Severe Drought,18.0591
6,"Brunswick, Carroll County, MO",March,-0.8,Moderate Drought,20.3989
6,"Brunswick, Carroll County, MO",March,-0.5,Abnormally Dry,21.8972
6,"Brunswick, Carroll County, MO",March,0.5,Abnormally Wet,27.4221
6,"Brunswick, Carroll County, MO",March,0.8,Moderate Wet,29.2437
6,"Brunswick, Carroll County, MO",March,1.3,Severe Wet,32.4532
6,"Brunswick, Carroll County, MO",March,1.6,Extreme Wet,34.4849
6,"Brunswick, Carroll County, MO",March,2,Exceptional Wet,37.3197
6,"Brunswick, Carroll County, MO",April,-2,Exceptional Drought,13.7823
6,"Brunswick, Carroll County, MO",April,-1.6,Extreme Drought,15.5517
6,"Brunswick, Carroll County, MO",April,-1.3,Severe Drought,16.978
6,"Brunswick, Carroll County, MO",April,-0.8,Moderate Drought,19.5505
6,"Brunswick, Carroll County, MO",April,-0.5,Abnormally Dry,21.2149
6,"Brunswick, Carroll County, MO",April,0.5,Abnormally Wet,27.4466
6,"Brunswick, Carroll County, MO",April,0.8,Moderate Wet,29.5284
6,"Brunswick, Carroll County, MO",April,1.3,Severe Wet,33.2237
6,"Brunswick, Carroll County, MO",April,1.6,Extreme Wet,35.5788
6,"Brunswick, Carroll County, MO",April,2,Exceptional Wet,38.8831
6,"Brunswick, Carroll County, MO",May,-2,Exceptional Drought,14.5754
6,"Brunswick, Carroll County, MO",May,-1.6,Extreme Drought,16.2187
6,"Brunswick, Carroll County, MO",May,-1.3,Severe Drought,17.5321
6,"Brunswick, Carroll County, MO",May,-0.8,Moderate Drought,19.8799
6,"Brunswick, Carroll County, MO",May,-0.5,Abnormally Dry,21.3864
6,"Brunswick, Carroll County, MO",May,0.5,Abnormally Wet,26.9586
6,"Brunswick, Carroll County, MO",May,0.8,Moderate Wet,28.8007
6,"Brunswick, Carroll County, MO",May,1.3,Severe Wet,32.0511
6,"Brunswick, Carroll County, MO",May,1.6,Extreme Wet,34.1116
6,"Brunswick, Carroll County, MO",May,2,Exceptional Wet,36.9898
6,"Brunswick, Carroll County, MO",June,-2,Exceptional Drought,12.8096
6,"Brunswick, Carroll County, MO",June,-1.6,Extreme Drought,14.2604
6,"Brunswick, Carroll County, MO",June,-1.3,Severe Drought,15.4203
6,"Brunswick, Carroll County, MO",June,-0.8,Moderate Drought,17.4943
6,"Brunswick, Carroll County, MO",June,-0.5,Abnormally Dry,18.8255
6,"Brunswick, Carroll County, MO",June,0.5,Abnormally Wet,23.7513
6,"Brunswick, Carroll County, MO",June,0.8,Moderate Wet,25.3802
6,"Brunswick, Carroll County, MO",June,1.3,Severe Wet,28.2552
6,"Brunswick, Carroll County, MO",June,1.6,Extreme Wet,30.078
6,"Brunswick, Carroll County, MO",June,2,Exceptional Wet,32.6245
6,"Brunswick, Carroll County, MO",July,-2,Exceptional Drought,10.0626
6,"Brunswick, Carroll County, MO",July,-1.6,Extreme Drought,11.304
6,"Brunswick, Carroll County, MO",July,-1.3,Severe Drought,12.3019
6,"Brunswick, Carroll County, MO",July,-0.8,Moderate Drought,14.0968
6,"Brunswick, Carroll County, MO",July,-0.5,Abnormally Dry,15.2551
6,"Brunswick, Carroll County, MO",July,0.5,Abnormally Wet,19.5748
6,"Brunswick, Carroll County, MO",July,0.8,Moderate Wet,21.0132
6,"Brunswick, Carroll County, MO",July,1.3,Severe Wet,23.5616
6,"Brunswick, Carroll County, MO",July,1.6,Extreme Wet,25.183
6,"Brunswick, Carroll County, MO",July,2,Exceptional Wet,27.4547
6,"Brunswick, Carroll County, MO",August,-2,Exceptional Drought,8.6032
6,"Brunswick, Carroll County, MO",August,-1.6,Extreme Drought,9.6118
6,"Brunswick, Carroll County, MO",August,-1.3,Severe Drought,10.42
6,"Brunswick, Carroll County, MO",August,-0.8,Moderate Drought,11.8684
6,"Brunswick, Carroll County, MO",August,-0.5,Abnormally Dry,12.8
6,"Brunswick, Carroll County, MO",August,0.5,Abnormally Wet,16.258
6,"Brunswick, Carroll County, MO",August,0.8,Moderate Wet,17.4047
6,"Brunswick, Carroll County, MO",August,1.3,Severe Wet,19.4316
6,"Brunswick, Carroll County, MO",August,1.6,Extreme Wet,20.7186
6,"Brunswick, Carroll County, MO",August,2,Exceptional Wet,22.5185
6,"Brunswick, Carroll County, MO",September,-2,Exceptional Drought,6.8348
6,"Brunswick, Carroll County, MO",September,-1.6,Extreme Drought,7.6374
6,"Brunswick, Carroll County, MO",September,-1.3,Severe Drought,8.2805
6,"Brunswick, Carroll County, MO",September,-0.8,Moderate Drought,9.4333
6,"Brunswick, Carroll County, MO",September,-0.5,Abnormally Dry,10.1748
6,"Brunswick, Carroll County, MO",September,0.5,Abnormally Wet,12.9278
6,"Brunswick, Carroll County, MO",September,0.8,Moderate Wet,13.8407
6,"Brunswick, Carroll County, MO",September,1.3,Severe Wet,15.4547
6,"Brunswick, Carroll County, MO",September,1.6,Extreme Wet,16.4795
6,"Brunswick, Carroll County, MO",September,2,Exceptional Wet,17.9129
6,"Brunswick, Carroll County, MO",October,-2,Exceptional Drought,7.2186
6,"Brunswick, Carroll County, MO",October,-1.6,Extreme Drought,8.0076
6,"Brunswick, Carroll County, MO",October,-1.3,Severe Drought,8.637
6,"Brunswick, Carroll County, MO",October,-0.8,Moderate Drought,9.7598
6,"Brunswick, Carroll County, MO",October,-0.5,Abnormally Dry,10.4789
6,"Brunswick, Carroll County, MO",October,0.5,Abnormally Wet,13.1314
6,"Brunswick, Carroll County, MO",October,0.8,Moderate Wet,14.0062
6,"Brunswick, Carroll County, MO",October,1.3,Severe Wet,15.5478
6,"Brunswick, Carroll County, MO",October,1.6,Extreme Wet,16.5238
6,"Brunswick, Carroll County, MO",October,2,Exceptional Wet,17.8857
6,"Brunswick, Carroll County, MO",November,-2,Exceptional Drought,7.425
6,"Brunswick, Carroll County, MO",November,-1.6,Extreme Drought,8.2216
6,"Brunswick, Carroll County, MO",November,-1.3,Severe Drought,8.8563
6,"Brunswick, Carroll County, MO",November,-0.8,Moderate Drought,9.9874
6,"Brunswick, Carroll County, MO",November,-0.5,Abnormally Dry,10.711
6,"Brunswick, Carroll County, MO",November,0.5,Abnormally Wet,13.3759
6,"Brunswick, Carroll County, MO",November,0.8,Moderate Wet,14.2535
6,"Brunswick, Carroll County, MO",November,1.3,Severe Wet,15.7988
6,"Brunswick, Carroll County, MO",November,1.6,Extreme Wet,16.7764
6,"Brunswick, Carroll County, MO",November,2,Exceptional Wet,18.1398
6,"Brunswick, Carroll County, MO",December,-2,Exceptional Drought,9.045
6,"Brunswick, Carroll County, MO",December,-1.6,Extreme Drought,10.0523
6,"Brunswick, Carroll County, MO",December,-1.3,Severe Drought,10.8567
6,"Brunswick, Carroll County, MO",December,-0.8,Moderate Drought,12.2936
6,"Brunswick, Carroll County, MO",December,-0.5,Abnormally Dry,13.2149
6,"Brunswick, Carroll County, MO",December,0.5,Abnormally Wet,16.6189
6,"Brunswick, Carroll County, MO",December,0.8,Moderate Wet,17.7431
6,"Brunswick, Carroll County, MO",December,1.3,Severe Wet,19.7258
6,"Brunswick, Carroll County, MO",December,1.6,Extreme Wet,20.982
6,"Brunswick, Carroll County, MO",December,2,Exceptional Wet,22.736
6,"Cardwell, Dunklin County, MO",January,-2,Exceptional Drought,15.7243
6,"Cardwell, Dunklin County, MO",January,-1.6,Extreme Drought,17.3225
6,"Cardwell, Dunklin County, MO",January,-1.3,Severe Drought,18.5921
6,"Cardwell, Dunklin County, MO",January,-0.8,Moderate Drought,20.847
6,"Cardwell, Dunklin County, MO",January,-0.5,Abnormally Dry,22.2851
6,"Cardwell, Dunklin County, MO",January,0.5,Abnormally Wet,27.5574
6,"Cardwell, Dunklin County, MO",January,0.8,Moderate Wet,29.2868
6,"Cardwell, Dunklin County, MO",January,1.3,Severe Wet,32.325
6,"Cardwell, Dunklin County, MO",January,1.6,Extreme Wet,34.243
6,"Cardwell, Dunklin County, MO",January,2,Exceptional Wet,36.9132
6,"Cardwell, Dunklin County, MO",February,-2,Exceptional Drought,14.9444
6,"Cardwell, Dunklin County, MO",February,-1.6,Extreme Drought,16.7261
6,"Cardwell, Dunklin County, MO",February,-1.3,Severe Drought,18.155
6,"Cardwell, Dunklin County, MO",February,-0.8,Moderate Drought,20.719
6,"Cardwell, Dunklin County, MO",February,-0.5,Abnormally Dry,22.3699
6,"Cardwell, Dunklin County, MO",February,0.5,Abnormally Wet,28.5073
6,"Cardwell, Dunklin County, MO",February,0.8,Moderate Wet,30.5452
6,"Cardwell, Dunklin County, MO",February,1.3,Severe Wet,34.1502
6,"Cardwell, Dunklin County, MO",February,1.6,Extreme Wet,36.4406
6,"Cardwell, Dunklin County, MO",February,2,Exceptional Wet,39.6459
6,"Cardwell, Dunklin County, MO",March,-2,Exceptional Drought,13.6917
6,"Cardwell, Dunklin County, MO",March,-1.6,Extreme Drought,15.4947
6,"Cardwell, Dunklin County, MO",March,-1.3,Severe Drought,16.9506
6,"Cardwell, Dunklin County, MO",March,-0.8,Moderate Drought,19.5816
6,"Cardwell, Dunklin County, MO",March,-0.5,Abnormally Dry,21.2867
6,"Cardwell, Dunklin County, MO",March,0.5,Abnormally Wet,27.687
6,"Cardwell, Dunklin County, MO",March,0.8,Moderate Wet,29.8297
6,"Cardwell, Dunklin County, MO",March,1.3,Severe Wet,33.6376
6,"Cardwell, Dunklin County, MO",March,1.6,Extreme Wet,36.0672
6,"Cardwell, Dunklin County, MO",March,2,Exceptional Wet,39.479
6,"Cardwell, Dunklin County, MO",April,-2,Exceptional Drought,12.8486
6,"Cardwell, Dunklin County, MO",April,-1.6,Extreme Drought,14.4585
6,"Cardwell, Dunklin County, MO",April,-1.3,Severe Drought,15.754
6,"Cardwell, Dunklin County, MO",April,-0.8,Moderate Drought,18.0867
6,"Cardwell, Dunklin County, MO",April,-0.5,Abnormally Dry,19.5934
6,"Cardwell, Dunklin County, MO",April,0.5,Abnormally Wet,25.2215
6,"Cardwell, Dunklin County, MO",April,0.8,Moderate Wet,27.0978
6,"Cardwell, Dunklin County, MO",April,1.3,Severe Wet,30.4246
6,"Cardwell, Dunklin County, MO",April,1.6,Extreme Wet,32.5427
6,"Cardwell, Dunklin County, MO",April,2,Exceptional Wet,35.5119
6,"Cardwell, Dunklin County, MO",May,-2,Exceptional Drought,12.2152
6,"Cardwell, Dunklin County, MO",May,-1.6,Extreme Drought,13.8016
6,"Cardwell, Dunklin County, MO",May,-1.3,Severe Drought,15.0814
6,"Cardwell, Dunklin County, MO",May,-0.8,Moderate Drought,17.3918
6,"Cardwell, Dunklin County, MO",May,-0.5,Abnormally Dry,18.8877
6,"Cardwell, Dunklin County, MO",May,0.5,Abnormally Wet,24.4949
6,"Cardwell, Dunklin County, MO",May,0.8,Moderate Wet,26.3699
6,"Cardwell, Dunklin County, MO",May,1.3,Severe Wet,29.6999
6,"Cardwell, Dunklin County, MO",May,1.6,Extreme Wet,31.8233
6,"Cardwell, Dunklin County, MO",May,2,Exceptional Wet,34.8037
6,"Cardwell, Dunklin County, MO",June,-2,Exceptional Drought,12.0663
6,"Cardwell, Dunklin County, MO",June,-1.6,Extreme Drought,13.5391
6,"Cardwell, Dunklin County, MO",June,-1.3,Severe Drought,14.7223
6,"Cardwell, Dunklin County, MO",June,-0.8,Moderate Drought,16.8487
6,"Cardwell, Dunklin County, MO",June,-0.5,Abnormally Dry,18.2199
6,"Cardwell, Dunklin County, MO",June,0.5,Abnormally Wet,23.3289
6,"Cardwell, Dunklin County, MO",June,0.8,Moderate Wet,25.0286
6,"Cardwell, Dunklin County, MO",June,1.3,Severe Wet,28.0384
6,"Cardwell, Dunklin County, MO",June,1.6,Extreme Wet,29.9526
6,"Cardwell, Dunklin County, MO",June,2,Exceptional Wet,32.6336
6,"Cardwell, Dunklin County, MO",July,-2,Exceptional Drought,12.0004
6,"Cardwell, Dunklin County, MO",July,-1.6,Extreme Drought,13.6451
6,"Cardwell, Dunklin County, MO",July,-1.3,Severe Drought,14.9771
6,"Cardwell, Dunklin County, MO",July,-0.8,Moderate Drought,17.3915
6,"Cardwell, Dunklin County, MO",July,-0.5,Abnormally Dry,18.9606
6,"Cardwell, Dunklin County, MO",July,0.5,Abnormally Wet,24.8742
6,"Cardwell, Dunklin County, MO",July,0.8,Moderate Wet,26.8609
6,"Cardwell, Dunklin County, MO",July,1.3,Severe Wet,30.3982
6,"Cardwell, Dunklin County, MO",July,1.6,Extreme Wet,32.6591
6,"Cardwell, Dunklin County, MO",July,2,Exceptional Wet,35.8385
6,"Cardwell, Dunklin County, MO",August,-2,Exceptional Drought,12.1121
6,"Cardwell, Dunklin County, MO",August,-1.6,Extreme Drought,13.6637
6,"Cardwell, Dunklin County, MO",August,-1.3,Severe Drought,14.9141
6,"Cardwell, Dunklin County, MO",August,-0.8,Moderate Drought,17.1693
6,"Cardwell, Dunklin County, MO",August,-0.5,Abnormally Dry,18.6281
6,"Cardwell, Dunklin County, MO",August,0.5,Abnormally Wet,24.0888
6,"Cardwell, Dunklin County, MO",August,0.8,Moderate Wet,25.9127
6,"Cardwell, Dunklin County, MO",August,1.3,Severe Wet,29.1499
6,"Cardwell, Dunklin County, MO",August,1.6,Extreme Wet,31.2129
6,"Cardwell, Dunklin County, MO",August,2,Exceptional Wet,34.1071
6,"Cardwell, Dunklin County, MO",September,-2,Exceptional Drought,11.2773
6,"Cardwell, Dunklin County, MO",September,-1.6,Extreme Drought,13.0326
6,"Cardwell, Dunklin County, MO",September,-1.3,Severe Drought,14.4682
6,"Cardwell, Dunklin County, MO",September,-0.8,Moderate Drought,17.0979
6,"Cardwell, Dunklin County, MO",September,-0.5,Abnormally Dry,18.8231
6,"Cardwell, Dunklin County, MO",September,0.5,Abnormally Wet,25.4141
6,"Cardwell, Dunklin County, MO",September,0.8,Moderate Wet,27.6541
6,"Cardwell, Dunklin County, MO",September,1.3,Severe Wet,31.6676
6,"Cardwell, Dunklin County, MO",September,1.6,Extreme Wet,34.2477
6,"Cardwell, Dunklin County, MO",September,2,Exceptional Wet,37.8929
6,"Cardwell, Dunklin County, MO",October,-2,Exceptional Drought,14.1671
6,"Cardwell, Dunklin County, MO",October,-1.6,Extreme Drought,15.8957
6,"Cardwell, Dunklin County, MO",October,-1.3,Severe Drought,17.2843
6,"Cardwell, Dunklin County, MO",October,-0.8,Moderate Drought,19.7799
6,"Cardwell, Dunklin County, MO",October,-0.5,Abnormally Dry,21.3891
6,"Cardwell, Dunklin County, MO",October,0.5,Abnormally Wet,27.3847
6,"Cardwell, Dunklin County, MO",October,0.8,Moderate Wet,29.3792
6,"Cardwell, Dunklin County, MO",October,1.3,Severe Wet,32.9112
6,"Cardwell, Dunklin County, MO",October,1.6,Extreme Wet,35.1575
6,"Cardwell, Dunklin County, MO",October,2,Exceptional Wet,38.3035
6,"Cardwell, Dunklin County, MO",November,-2,Exceptional Drought,15.7312
6,"Cardwell, Dunklin County, MO",November,-1.6,Extreme Drought,17.3665
6,"Cardwell, Dunklin County, MO",November,-1.3,Severe Drought,18.6672
6,"Cardwell, Dunklin County, MO",November,-0.8,Moderate Drought,20.9804
6,"Cardwell, Dunklin County, MO",November,-0.5,Abnormally Dry,22.4577
6,"Cardwell, Dunklin County, MO",November,0.5,Abnormally Wet,27.8835
6,"Cardwell, Dunklin County, MO",November,0.8,Moderate Wet,29.6661
6,"Cardwell, Dunklin County, MO",November,1.3,Severe Wet,32.8009
6,"Cardwell, Dunklin County, MO",November,1.6,Extreme Wet,34.7816
6,"Cardwell, Dunklin County, MO",November,2,Exceptional Wet,37.5411
6,"Cardwell, Dunklin County, MO",December,-2,Exceptional Drought,16.2897
6,"Cardwell, Dunklin County, MO",December,-1.6,Extreme Drought,17.9919
6,"Cardwell, Dunklin County, MO",December,-1.3,Severe Drought,19.3462
6,"Cardwell, Dunklin County, MO",December,-0.8,Moderate Drought,21.7555
6,"Cardwell, Dunklin County, MO",December,-0.5,Abnormally Dry,23.2946
6,"Cardwell, Dunklin County, MO",December,0.5,Abnormally Wet,28.95
6,"Cardwell, Dunklin County, MO",December,0.8,Moderate Wet,30.8087
6,"Cardwell, Dunklin County, MO",December,1.3,Severe Wet,34.0781
6,"Cardwell, Dunklin County, MO",December,1.6,Extreme Wet,36.1442
6,"Cardwell, Dunklin County, MO",December,2,Exceptional Wet,39.0233
6,"Charleston, Mississippi County, MO",January,-2,Exceptional Drought,14.1312
6,"Charleston, Mississippi County, MO",January,-1.6,Extreme Drought,15.8802
6,"Charleston, Mississippi County, MO",January,-1.3,Severe Drought,17.2864
6,"Charleston, Mississippi County, MO",January,-0.8,Moderate Drought,19.8163
6,"Charleston, Mississippi County, MO",January,-0.5,Abnormally Dry,21.4491
6,"Charleston, Mississippi County, MO",January,0.5,Abnormally Wet,27.5408
6,"Charleston, Mississippi County, MO",January,0.8,Moderate Wet,29.5697
6,"Charleston, Mississippi County, MO",January,1.3,Severe Wet,33.1649
6,"Charleston, Mississippi County, MO",January,1.6,Extreme Wet,35.4527
6,"Charleston, Mississippi County, MO",January,2,Exceptional Wet,38.6584
6,"Charleston, Mississippi County, MO",February,-2,Exceptional Drought,14.1126
6,"Charleston, Mississippi County, MO",February,-1.6,Extreme Drought,15.8801
6,"Charleston, Mississippi County, MO",February,-1.3,Severe Drought,17.3023
6,"Charleston, Mississippi County, MO",February,-0.8,Moderate Drought,19.8632
6,"Charleston, Mississippi County, MO",February,-0.5,Abnormally Dry,21.5172
6,"Charleston, Mississippi County, MO",February,0.5,Abnormally Wet,27.6953
6,"Charleston, Mississippi County, MO",February,0.8,Moderate Wet,29.7549
6,"Charleston, Mississippi County, MO",February,1.3,Severe Wet,33.4066
6,"Charleston, Mississippi County, MO",February,1.6,Extreme Wet,35.7315
6,"Charleston, Mississippi County, MO",February,2,Exceptional Wet,38.9906
6,"Charleston, Mississippi County, MO",March,-2,Exceptional Drought,13.8962
6,"Charleston, Mississippi County, MO",March,-1.6,Extreme Drought,15.6421
6,"Charleston, Mississippi County, MO",March,-1.3,Severe Drought,17.0473
6,"Charleston, Mississippi County, MO",March,-0.8,Moderate Drought,19.578
6,"Charleston, Mississippi County, MO",March,-0.5,Abnormally Dry,21.2129
6,"Charleston, Mississippi County, MO",March,0.5,Abnormally Wet,27.3214
6,"Charleston, Mississippi County, MO",March,0.8,Moderate Wet,29.3584
6,"Charleston, Mississippi County, MO",March,1.3,Severe Wet,32.9704
6,"Charleston, Mississippi County, MO",March,1.6,Extreme Wet,35.2704
6,"Charleston, Mississippi County, MO",March,2,Exceptional Wet,38.4948
6,"Charleston, Mississippi County, MO",April,-2,Exceptional Drought,13.525
6,"Charleston, Mississippi County, MO",April,-1.6,Extreme Drought,15.0445
6,"Charleston, Mississippi County, MO",April,-1.3,Severe Drought,16.2586
6,"Charleston, Mississippi County, MO",April,-0.8,Moderate Drought,18.4285
6,"Charleston, Mississippi County, MO",April,-0.5,Abnormally Dry,19.8206
6,"Charleston, Mississippi County, MO",April,0.5,Abnormally Wet,24.9678
6,"Charleston, Mississippi County, MO",April,0.8,Moderate Wet,26.6689
6,"Charleston, Mississippi County, MO",April,1.3,Severe Wet,29.6702
6,"Charleston, Mississippi County, MO",April,1.6,Extreme Wet,31.5724
6,"Charleston, Mississippi County, MO",April,2,Exceptional Wet,34.2292
6,"Charleston, Mississippi County, MO",May,-2,Exceptional Drought,12.3932
6,"Charleston, Mississippi County, MO",May,-1.6,Extreme Drought,13.9117
6,"Charleston, Mississippi County, MO",May,-1.3,Severe Drought,15.1318
6,"Charleston, Mississippi County, MO",May,-0.8,Moderate Drought,17.3253
6,"Charleston, Mississippi County, MO",May,-0.5,Abnormally Dry,18.74
6,"Charleston, Mississippi County, MO",May,0.5,Abnormally Wet,24.0132
6,"Charleston, Mississippi County, MO",May,0.8,Moderate Wet,25.768
6,"Charleston, Mississippi County, MO",May,1.3,Severe Wet,28.8761
