location,duration
"Albany, Gentry County, MO",18
"Auxvasse, Audrain County, MO",13
"Brunswick, Carroll County, MO",23
"Cardwell, Dunklin County, MO",21
"Charleston, Mississippi County, MO",21
"Clarkton, Dunklin County, MO",16
"Columbia-Sanborn Field, Boone County, MO",18
"Columbia-South Farms, Boone County, MO",18
"Cook Station, Crawford County, MO",23
"Corning, Atchison County, MO",20
"Delta, Cape Girardeau County, MO",19
"Glennonville, Dunklin County, MO",18
"Hayward, Pemiscot County, MO",21
"Lamar, Barton County, MO",14
"Linneus, Linn County, MO",13
"Monroe City, Monroe County, MO",17
"Novelty, Knox County, MO",14
"Portageville, Pemiscot County, MO",21
"St. Joseph, Buchanan County, MO",18
