location,duration
"Albany, Gentry County, MO",2.625
"Auxvasse, Audrain County, MO",2.235294117647059
"Brunswick, Carroll County, MO",3.4166666666666665
"Cardwell, Dunklin County, MO",2.7142857142857144
"Charleston, Mississippi County, MO",2.6666666666666665
"Clarkton, Dunklin County, MO",2.3125
"Columbia-Sanborn Field, Boone County, MO",2.7333333333333334
"Columbia-South Farms, Boone County, MO",2.2222222222222223
"Cook Station, Crawford County, MO",3.0
"Corning, Atchison County, MO",2.5
"Delta, Cape Girardeau County, MO",2.5
"Glennonville, Dunklin County, MO",2.466666666666667
"Hayward, Pemiscot County, MO",2.2941176470588234
"Lamar, Barton County, MO",4.111111111111111
"Linneus, Linn County, MO",2.1333333333333333
"Monroe City, Monroe County, MO",2.6
"Novelty, Knox County, MO",2.4166666666666665
"Portageville, Pemiscot County, MO",3.0
"St. Joseph, Buchanan County, MO",2.5714285714285716
