location,SPI,frequency
"Albany, Gentry County, MO",-0.5,93
"Auxvasse, Audrain County, MO",-0.5,96
"Brunswick, Carroll County, MO",-0.5,89
"Cardwell, Dunklin County, MO",-0.5,81
"Charleston, Mississippi County, MO",-0.5,89
"Clarkton, Dunklin County, MO",-0.5,93
"Columbia-Sanborn Field, Boone County, MO",-0.5,100
"Columbia-South Farms, Boone County, MO",-0.5,94
"Cook Station, Crawford County, MO",-0.5,94
"Corning, Atchison County, MO",-0.5,94
"Delta, Cape Girardeau County, MO",-0.5,97
"Glennonville, Dunklin County, MO",-0.5,93
"Hayward, Pemiscot County, MO",-0.5,87
"Lamar, Barton County, MO",-0.5,86
"Linneus, Linn County, MO",-0.5,100
"Monroe City, Monroe County, MO",-0.5,100
"Novelty, Knox County, MO",-0.5,100
"Portageville, Pemiscot County, MO",-0.5,71
"St. Joseph, Buchanan County, MO",-0.5,86
