location,SPI,frequency
"Albany, Gentry County, MO",-1.5,28
"Auxvasse, Audrain County, MO",-1.5,23
"Brunswick, Carroll County, MO",-1.5,27
"Cardwell, Dunklin County, MO",-1.5,22
"Charleston, Mississippi County, MO",-1.5,27
"Clarkton, Dunklin County, MO",-1.5,27
"Columbia-Sanborn Field, Boone County, MO",-1.5,22
"Columbia-South Farms, Boone County, MO",-1.5,21
"Cook Station, Crawford County, MO",-1.5,26
"Corning, Atchison County, MO",-1.5,18
"Delta, Cape Girardeau County, MO",-1.5,23
"Glennonville, Dunklin County, MO",-1.5,23
"Hayward, Pemiscot County, MO",-1.5,25
"Lamar, Barton County, MO",-1.5,29
"Linneus, Linn County, MO",-1.5,17
"Monroe City, Monroe County, MO",-1.5,18
"Novelty, Knox County, MO",-1.5,13
"Portageville, Pemiscot County, MO",-1.5,24
"St. Joseph, Buchanan County, MO",-1.5,29
