location,SPI,frequency
"Albany, Gentry County, MO",-0.6,85
"Auxvasse, Audrain County, MO",-0.6,85
"Brunswick, Carroll County, MO",-0.6,75
"Cardwell, Dunklin County, MO",-0.6,69
"Charleston, Mississippi County, MO",-0.6,74
"Clarkton, Dunklin County, MO",-0.6,82
"Columbia-Sanborn Field, Boone County, MO",-0.6,92
"Columbia-South Farms, Boone County, MO",-0.6,88
"Cook Station, Crawford County, MO",-0.6,84
"Corning, Atchison County, MO",-0.6,84
"Delta, Cape Girardeau County, MO",-0.6,91
"Glennonville, Dunklin County, MO",-0.6,77
"Hayward, Pemiscot County, MO",-0.6,75
"Lamar, Barton County, MO",-0.6,83
"Linneus, Linn County, MO",-0.6,90
"Monroe City, Monroe County, MO",-0.6,87
"Novelty, Knox County, MO",-0.6,92
"Portageville, Pemiscot County, MO",-0.6,66
"St. Joseph, Buchanan County, MO",-0.6,81
