location,SPI,frequency
"Albany, Gentry County, MO",-3.1,0
"Auxvasse, Audrain County, MO",-3.1,0
"Brunswick, Carroll County, MO",-3.1,1
"Cardwell, Dunklin County, MO",-3.1,0
"Charleston, Mississippi County, MO",-3.1,0
"Clarkton, Dunklin County, MO",-3.1,0
"Columbia-Sanborn Field, Boone County, MO",-3.1,0
"Columbia-South Farms, Boone County, MO",-3.1,0
"Cook Station, Crawford County, MO",-3.1,0
"Corning, Atchison County, MO",-3.1,0
"Delta, Cape Girardeau County, MO",-3.1,0
"Glennonville, Dunklin County, MO",-3.1,0
"Hayward, Pemiscot County, MO",-3.1,0
"Lamar, Barton County, MO",-3.1,0
"Linneus, Linn County, MO",-3.1,0
"Monroe City, Monroe County, MO",-3.1,0
"Novelty, Knox County, MO",-3.1,0
"Portageville, Pemiscot County, MO",-3.1,0
"St. Joseph, Buchanan County, MO",-3.1,0
