location,SPI,frequency
"Albany, Gentry County, MO",-0.7,73
"Auxvasse, Audrain County, MO",-0.7,80
"Brunswick, Carroll County, MO",-0.7,68
"Cardwell, Dunklin County, MO",-0.7,57
"Charleston, Mississippi County, MO",-0.7,69
"Clarkton, Dunklin County, MO",-0.7,74
"Columbia-Sanborn Field, Boone County, MO",-0.7,80
"Columbia-South Farms, Boone County, MO",-0.7,82
"Cook Station, Crawford County, MO",-0.7,74
"Corning, Atchison County, MO",-0.7,74
"Delta, Cape Girardeau County, MO",-0.7,85
"Glennonville, Dunklin County, MO",-0.7,69
"Hayward, Pemiscot County, MO",-0.7,63
"Lamar, Barton County, MO",-0.7,74
"Linneus, Linn County, MO",-0.7,81
"Monroe City, Monroe County, MO",-0.7,76
"Novelty, Knox County, MO",-0.7,80
"Portageville, Pemiscot County, MO",-0.7,58
"St. Joseph, Buchanan County, MO",-0.7,70
