location,SPI,frequency
"Albany, Gentry County, MO",-0.3,111
"Auxvasse, Audrain County, MO",-0.3,116
"Brunswick, Carroll County, MO",-0.3,112
"Cardwell, Dunklin County, MO",-0.3,99
"Charleston, Mississippi County, MO",-0.3,112
"Clarkton, Dunklin County, MO",-0.3,112
"Columbia-Sanborn Field, Boone County, MO",-0.3,111
"Columbia-South Farms, Boone County, MO",-0.3,112
"Cook Station, Crawford County, MO",-0.3,114
"Corning, Atchison County, MO",-0.3,112
"Delta, Cape Girardeau County, MO",-0.3,124
"Glennonville, Dunklin County, MO",-0.3,114
"Hayward, Pemiscot County, MO",-0.3,107
"Lamar, Barton County, MO",-0.3,99
"Linneus, Linn County, MO",-0.3,128
"Monroe City, Monroe County, MO",-0.3,114
"Novelty, Knox County, MO",-0.3,126
"Portageville, Pemiscot County, MO",-0.3,107
"St. Joseph, Buchanan County, MO",-0.3,104
