location,SPI,frequency
"Albany, Gentry County, MO",-2.1,4
"Auxvasse, Audrain County, MO",-2.1,0
"Brunswick, Carroll County, MO",-2.1,5
"Cardwell, Dunklin County, MO",-2.1,10
"Charleston, Mississippi County, MO",-2.1,6
"Clarkton, Dunklin County, MO",-2.1,3
"Columbia-Sanborn Field, Boone County, MO",-2.1,4
"Columbia-South Farms, Boone County, MO",-2.1,2
"Cook Station, Crawford County, MO",-2.1,10
"Corning, Atchison County, MO",-2.1,6
"Delta, Cape Girardeau County, MO",-2.1,1
"Glennonville, Dunklin County, MO",-2.1,3
"Hayward, Pemiscot County, MO",-2.1,8
"Lamar, Barton County, MO",-2.1,4
"Linneus, Linn County, MO",-2.1,2
"Monroe City, Monroe County, MO",-2.1,2
"Novelty, Knox County, MO",-2.1,3
"Portageville, Pemiscot County, MO",-2.1,10
"St. Joseph, Buchanan County, MO",-2.1,14
