location,SPI,frequency
"Albany, Gentry County, MO",-1.7,17
"Auxvasse, Audrain County, MO",-1.7,9
"Brunswick, Carroll County, MO",-1.7,17
"Cardwell, Dunklin County, MO",-1.7,18
"Charleston, Mississippi County, MO",-1.7,18
"Clarkton, Dunklin County, MO",-1.7,20
"Columbia-Sanborn Field, Boone County, MO",-1.7,15
"Columbia-South Farms, Boone County, MO",-1.7,11
"Cook Station, Crawford County, MO",-1.7,18
"Corning, Atchison County, MO",-1.7,10
"Delta, Cape Girardeau County, MO",-1.7,13
"Glennonville, Dunklin County, MO",-1.7,14
"Hayward, Pemiscot County, MO",-1.7,18
"Lamar, Barton County, MO",-1.7,21
"Linneus, Linn County, MO",-1.7,9
"Monroe City, Monroe County, MO",-1.7,11
"Novelty, Knox County, MO",-1.7,9
"Portageville, Pemiscot County, MO",-1.7,20
"St. Joseph, Buchanan County, MO",-1.7,19
