location,SPI,frequency
"Albany, Gentry County, MO",-1.1,46
"Auxvasse, Audrain County, MO",-1.1,44
"Brunswick, Carroll County, MO",-1.1,45
"Cardwell, Dunklin County, MO",-1.1,41
"Charleston, Mississippi County, MO",-1.1,45
"Clarkton, Dunklin County, MO",-1.1,41
"Columbia-Sanborn Field, Boone County, MO",-1.1,47
"Columbia-South Farms, Boone County, MO",-1.1,55
"Cook Station, Crawford County, MO",-1.1,40
"Corning, Atchison County, MO",-1.1,43
"Delta, Cape Girardeau County, MO",-1.1,44
"Glennonville, Dunklin County, MO",-1.1,46
"Hayward, Pemiscot County, MO",-1.1,37
"Lamar, Barton County, MO",-1.1,44
"Linneus, Linn County, MO",-1.1,33
"Monroe City, Monroe County, MO",-1.1,47
"Novelty, Knox County, MO",-1.1,36
"Portageville, Pemiscot County, MO",-1.1,39
"St. Joseph, Buchanan County, MO",-1.1,44
