location,duration
"Albany, Gentry County, MO",12
"Auxvasse, Audrain County, MO",14
"Brunswick, Carroll County, MO",17
"Cardwell, Dunklin County, MO",13
"Charleston, Mississippi County, MO",14
"Clarkton, Dunklin County, MO",13
"Columbia-Sanborn Field, Boone County, MO",13
"Columbia-South Farms, Boone County, MO",13
"Cook Station, Crawford County, MO",17
"Corning, Atchison County, MO",18
"Delta, Cape Girardeau County, MO",12
"Glennonville, Dunklin County, MO",10
"Hayward, Pemiscot County, MO",16
"Lamar, Barton County, MO",14
"Linneus, Linn County, MO",15
"Monroe City, Monroe County, MO",12
"Novelty, Knox County, MO",13
"Portageville, Pemiscot County, MO",14
"St. Joseph, Buchanan County, MO",19
