location,duration
"Albany, Gentry County, MO",90
"Auxvasse, Audrain County, MO",90
"Brunswick, Carroll County, MO",79
"Cardwell, Dunklin County, MO",92
"Charleston, Mississippi County, MO",88
"Clarkton, Dunklin County, MO",89
"Columbia-Sanborn Field, Boone County, MO",93
"Columbia-South Farms, Boone County, MO",86
"Cook Station, Crawford County, MO",80
"Corning, Atchison County, MO",82
"Delta, Cape Girardeau County, MO",90
"Glennonville, Dunklin County, MO",91
"Hayward, Pemiscot County, MO",85
"Lamar, Barton County, MO",87
"Linneus, Linn County, MO",84
"Monroe City, Monroe County, MO",93
"Novelty, Knox County, MO",91
"Portageville, Pemiscot County, MO",86
"St. Joseph, Buchanan County, MO",87
