location,duration
"Albany, Gentry County, MO",78
"Auxvasse, Audrain County, MO",64
"Brunswick, Carroll County, MO",66
"Cardwell, Dunklin County, MO",74
"Charleston, Mississippi County, MO",74
"Clarkton, Dunklin County, MO",69
"Columbia-Sanborn Field, Boone County, MO",77
"Columbia-South Farms, Boone County, MO",77
"Cook Station, Crawford County, MO",61
"Corning, Atchison County, MO",69
"Delta, Cape Girardeau County, MO",68
"Glennonville, Dunklin County, MO",73
"Hayward, Pemiscot County, MO",70
"Lamar, Barton County, MO",69
"Linneus, Linn County, MO",68
"Monroe City, Monroe County, MO",71
"Novelty, Knox County, MO",72
"Portageville, Pemiscot County, MO",67
"St. Joseph, Buchanan County, MO",65
