location,duration
"Albany, Gentry County, MO",58
"Auxvasse, Audrain County, MO",48
"Brunswick, Carroll County, MO",52
"Cardwell, Dunklin County, MO",58
"Charleston, Mississippi County, MO",60
"Clarkton, Dunklin County, MO",54
"Columbia-Sanborn Field, Boone County, MO",58
"Columbia-South Farms, Boone County, MO",60
"Cook Station, Crawford County, MO",54
"Corning, Atchison County, MO",53
"Delta, Cape Girardeau County, MO",57
"Glennonville, Dunklin County, MO",58
"Hayward, Pemiscot County, MO",51
"Lamar, Barton County, MO",51
"Linneus, Linn County, MO",53
"Monroe City, Monroe County, MO",53
"Novelty, Knox County, MO",57
"Portageville, Pemiscot County, MO",50
"St. Joseph, Buchanan County, MO",58
