location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-2.3,37,38,1
"Albany, Gentry County, MO",-2.3,219,223,4
"Brunswick, Carroll County, MO",-2.3,166,167,1
"Brunswick, Carroll County, MO",-2.3,172,173,1
"Brunswick, Carroll County, MO",-2.3,282,283,1
"Charleston, Mississippi County, MO",-2.3,16,17,1
"Charleston, Mississippi County, MO",-2.3,151,153,2
"Clarkton, Dunklin County, MO",-2.3,132,133,1
"Columbia-Sanborn Field, Boone County, MO",-2.3,153,154,1
"Columbia-South Farms, Boone County, MO",-2.3,153,154,1
"Columbia-South Farms, Boone County, MO",-2.3,197,198,1
"Cook Station, Crawford County, MO",-2.3,149,152,3
"Cook Station, Crawford County, MO",-2.3,214,217,3
"Corning, Atchison County, MO",-2.3,219,220,1
"Corning, Atchison County, MO",-2.3,221,223,2
"Glennonville, Dunklin County, MO",-2.3,132,133,1
"Hayward, Pemiscot County, MO",-2.3,91,92,1
"Hayward, Pemiscot County, MO",-2.3,130,133,3
"Lamar, Barton County, MO",-2.3,36,37,1
"Lamar, Barton County, MO",-2.3,73,75,2
"Lamar, Barton County, MO",-2.3,171,173,2
"Linneus, Linn County, MO",-2.3,37,39,2
"Linneus, Linn County, MO",-2.3,167,168,1
"Monroe City, Monroe County, MO",-2.3,134,135,1
"Novelty, Knox County, MO",-2.3,36,38,2
"Portageville, Pemiscot County, MO",-2.3,90,92,2
"Portageville, Pemiscot County, MO",-2.3,149,151,2
"Portageville, Pemiscot County, MO",-2.3,152,153,1
"St. Joseph, Buchanan County, MO",-2.3,34,36,2
"St. Joseph, Buchanan County, MO",-2.3,37,38,1
"St. Joseph, Buchanan County, MO",-2.3,152,154,2
"St. Joseph, Buchanan County, MO",-2.3,155,156,1
"St. Joseph, Buchanan County, MO",-2.3,219,221,2
"St. Joseph, Buchanan County, MO",-2.3,222,223,1
