01/01/2000 1.19
start_date end_date duration peak sum average median
04/01/2000 06/01/2000 2 -2.62 -4.62 -2.31 -2.31
03/01/2001 06/01/2001 3 -1.74 -2.64 -0.88 -0.59
02/01/2004 03/01/2004 1 -1.69 -1.69 -1.69 -1.69
09/01/2004 10/01/2004 1 -2.57 -2.57 -2.57 -2.57
03/01/2005 07/01/2005 4 -1.8 -4.2 -1.05 -0.99
02/01/2006 03/01/2006 1 -1.62 -1.62 -1.62 -1.62
07/01/2007 09/01/2007 2 -1.89 -3.77 -1.89 -1.89
10/01/2010 11/01/2010 1 -2.53 -2.53 -2.53 -2.53
01/01/2011 02/01/2011 1 -1.89 -1.89 -1.89 -1.89
05/01/2012 08/01/2012 3 -2.14 -4.65 -1.55 -1.7
02/01/2014 06/01/2014 4 -1.59 -3.96 -0.99 -1.09
07/01/2014 10/01/2014 3 -1.66 -3.69 -1.23 -1.33
06/01/2016 07/01/2016 1 -2.12 -2.12 -2.12 -2.12
01/01/2017 04/01/2017 3 -2.04 -2.37 -0.79 -0.17
09/01/2017 01/01/2018 4 -2.16 -5.82 -1.46 -1.58
04/01/2023 07/01/2023 3 -1.9 -4.56 -1.52 -1.52
