01/01/2000 6.53
spi frequency percentage rankingpercentile
-3.1 1 0.35 2
-2.6 1 0.35 4
-2.3 1 0.35 6
-2.2 3 1.05 8
-2.1 3 1.05 10
-2 2 0.7 12
-1.9 1 0.35 14
-1.8 1 0.35 16
-1.7 4 1.4 18
-1.6 1 0.35 20
-1.5 2 0.7 22
-1.4 1 0.35 24
-1.3 8 2.8 26
-1.2 4 1.4 28
-1.1 4 1.4 30
-1 11 3.85 32
-0.9 9 3.15 34
-0.8 11 3.85 36
-0.7 9 3.15 38
-0.6 10 3.5 40
-0.5 6 2.1 42
-0.4 7 2.45 44
-0.3 11 3.85 46
-0.2 8 2.8 48
-0.1 14 4.9 50
0 9 3.15 52
0.1 15 5.24 54
0.2 14 4.9 56
0.3 8 2.8 58
0.4 11 3.85 60
0.5 13 4.55 62
0.6 11 3.85 64
0.7 10 3.5 66
0.8 5 1.75 68
0.9 6 2.1 70
1 8 2.8 72
1.1 7 2.45 74
1.2 6 2.1 76
1.3 5 1.75 78
1.4 7 2.45 80
1.5 3 1.05 82
1.6 3 1.05 84
1.7 2 0.7 86
1.8 1 0.35 88
1.9 3 1.05 90
2 1 0.35 92
2.1 1 0.35 94
2.2 1 0.35 96
2.4 1 0.35 98
2.7 2 0.7 100
