01/01/2000 0.66
start_date end_date duration peak sum average median
04/01/2000 06/01/2000 2 -1.36 -1.69 -0.84 -0.84
12/01/2000 01/01/2001 1 -1.19 -1.19 -1.19 -1.19
11/01/2001 01/01/2002 2 -1.09 -1.27 -0.63 -0.63
03/01/2002 04/01/2002 1 -2.22 -2.22 -2.22 -2.22
09/01/2002 10/01/2002 1 -1.47 -1.47 -1.47 -1.47
11/01/2002 02/01/2003 3 -1.3 -2.81 -0.94 -0.93
03/01/2003 04/01/2003 1 -1.4 -1.4 -1.4 -1.4
10/01/2003 11/01/2003 1 -1.29 -1.29 -1.29 -1.29
02/01/2004 03/01/2004 1 -1.21 -1.21 -1.21 -1.21
03/01/2005 06/01/2005 3 -1.08 -1.95 -0.65 -0.66
07/01/2005 08/01/2005 1 -1.13 -1.13 -1.13 -1.13
02/01/2006 03/01/2006 1 -1.76 -1.76 -1.76 -1.76
01/01/2007 03/01/2007 2 -1.36 -1.36 -0.68 -0.68
07/01/2007 10/01/2007 3 -1.16 -1.82 -0.61 -0.35
11/01/2007 12/01/2007 1 -1.24 -1.24 -1.24 -1.24
01/01/2009 02/01/2009 1 -1.36 -1.36 -1.36 -1.36
10/01/2010 11/01/2010 1 -2.68 -2.68 -2.68 -2.68
01/01/2011 02/01/2011 1 -1.09 -1.09 -1.09 -1.09
10/01/2011 11/01/2011 1 -2.28 -2.28 -2.28 -2.28
06/01/2012 09/01/2012 3 -1.84 -3.66 -1.22 -1.61
07/01/2013 10/01/2013 3 -2.27 -4.09 -1.36 -1.55
01/01/2014 04/01/2014 3 -1.64 -4.09 -1.36 -1.26
05/01/2014 06/01/2014 1 -2.8 -2.8 -2.8 -2.8
08/01/2015 11/01/2015 3 -1.44 -3.01 -1 -1.22
02/01/2016 04/01/2016 2 -1.19 -1.59 -0.79 -0.79
11/01/2016 01/01/2017 2 -1.22 -1.6 -0.8 -0.8
09/01/2017 10/01/2017 1 -1.46 -1.46 -1.46 -1.46
11/01/2017 01/01/2018 2 -2.99 -4.59 -2.29 -2.29
04/01/2018 08/01/2018 4 -2.81 -5.46 -1.36 -1.17
08/01/2020 09/01/2020 1 -1.3 -1.3 -1.3 -1.3
10/01/2020 11/01/2020 1 -1.12 -1.12 -1.12 -1.12
02/01/2021 03/01/2021 1 -2.01 -2.01 -2.01 -2.01
08/01/2021 10/01/2021 2 -1.23 -2.22 -1.11 -1.11
11/01/2021 03/01/2022 4 -1.12 -2.38 -0.6 -0.59
09/01/2022 11/01/2022 2 -1.22 -1.88 -0.94 -0.94
04/01/2023 08/01/2023 4 -2.38 -7.7 -1.93 -1.82
