05/01/2015 0.88
start_date end_date duration peak sum average median
10/01/2015 11/01/2015 1 -1.97 -1.97 -1.97 -1.97
05/01/2016 07/01/2016 2 -2.06 -2.84 -1.42 -1.42
11/01/2017 02/01/2018 3 -1.32 -3.03 -1.01 -1.11
04/01/2018 05/01/2018 1 -1.42 -1.42 -1.42 -1.42
07/01/2018 08/01/2018 1 -2.11 -2.11 -2.11 -2.11
09/01/2018 10/01/2018 1 -1.19 -1.19 -1.19 -1.19
02/01/2021 03/01/2021 1 -1.74 -1.74 -1.74 -1.74
11/01/2021 03/01/2022 4 -1.92 -5.43 -1.36 -1.34
09/01/2022 11/01/2022 2 -1.53 -2.36 -1.18 -1.18
03/01/2023 09/01/2023 6 -1.78 -6.89 -1.15 -1.02
