0,1,2,3
-99.0,5,4.59,2.7
-2.2,1,0.92,5.41
-2.0,1,0.92,8.11
-1.5,1,0.92,10.81
-1.4,3,2.75,13.51
-1.3,2,1.83,16.22
-1.2,3,2.75,18.92
-1.1,5,4.59,21.62
-1.0,4,3.67,24.32
-0.9,1,0.92,27.03
-0.8,7,6.42,29.73
-0.7,5,4.59,32.43
-0.6,6,5.5,35.14
-0.4,3,2.75,37.84
-0.3,6,5.5,40.54
-0.2,3,2.75,43.24
-0.1,1,0.92,45.95
0.0,4,3.67,48.65
0.1,5,4.59,51.35
0.2,7,6.42,54.05
0.3,3,2.75,56.76
0.4,1,0.92,59.46
0.5,2,1.83,62.16
0.6,4,3.67,64.86
0.7,3,2.75,67.57
0.8,3,2.75,70.27
0.9,2,1.83,72.97
1.1,1,0.92,75.68
1.2,1,0.92,78.38
1.3,2,1.83,81.08
1.4,3,2.75,83.78
1.6,2,1.83,86.49
1.7,1,0.92,89.19
1.8,3,2.75,91.89
1.9,1,0.92,94.59
2.0,1,0.92,97.3
2.1,3,2.75,100.0
