0,1,2,3
-99.0,11,6.08,2.44
-2.1,1,0.55,4.88
-1.9,2,1.1,7.32
-1.8,5,2.76,9.76
-1.7,2,1.1,12.2
-1.6,3,1.66,14.63
-1.5,4,2.21,17.07
-1.4,4,2.21,19.51
-1.3,4,2.21,21.95
-1.2,4,2.21,24.39
-1.1,4,2.21,26.83
-1.0,4,2.21,29.27
-0.9,3,1.66,31.71
-0.8,6,3.31,34.15
-0.7,3,1.66,36.59
-0.6,5,2.76,39.02
-0.5,8,4.42,41.46
-0.4,6,3.31,43.9
-0.3,2,1.1,46.34
-0.2,3,1.66,48.78
-0.1,4,2.21,51.22
0.0,8,4.42,53.66
0.1,3,1.66,56.1
0.2,3,1.66,58.54
0.3,2,1.1,60.98
0.4,8,4.42,63.41
0.5,4,2.21,65.85
0.6,3,1.66,68.29
0.7,14,7.73,70.73
0.8,8,4.42,73.17
0.9,9,4.97,75.61
1.0,3,1.66,78.05
1.1,4,2.21,80.49
1.2,7,3.87,82.93
1.3,7,3.87,85.37
1.4,4,2.21,87.8
1.5,1,0.55,90.24
1.6,2,1.1,92.68
1.7,1,0.55,95.12
1.8,1,0.55,97.56
2.0,1,0.55,100.0
