0,1,2,3
-99.0,11,5.53,2.38
-2.2,3,1.51,4.76
-2.1,1,0.5,7.14
-1.9,2,1.01,9.52
-1.8,2,1.01,11.9
-1.7,1,0.5,14.29
-1.6,1,0.5,16.67
-1.5,1,0.5,19.05
-1.4,5,2.51,21.43
-1.3,5,2.51,23.81
-1.2,2,1.01,26.19
-1.1,6,3.02,28.57
-1.0,6,3.02,30.95
-0.9,7,3.52,33.33
-0.8,6,3.02,35.71
-0.7,3,1.51,38.1
-0.6,8,4.02,40.48
-0.5,8,4.02,42.86
-0.4,7,3.52,45.24
-0.3,8,4.02,47.62
-0.2,6,3.02,50.0
-0.1,8,4.02,52.38
0.0,7,3.52,54.76
0.1,6,3.02,57.14
0.2,1,0.5,59.52
0.3,7,3.52,61.9
0.4,6,3.02,64.29
0.5,4,2.01,66.67
0.6,5,2.51,69.05
0.7,7,3.52,71.43
0.8,5,2.51,73.81
0.9,3,1.51,76.19
1.0,7,3.52,78.57
1.1,8,4.02,80.95
1.2,5,2.51,83.33
1.3,3,1.51,85.71
1.5,4,2.01,88.1
1.6,6,3.02,90.48
1.7,1,0.5,92.86
1.8,4,2.01,95.24
1.9,2,1.01,97.62
2.1,1,0.5,100.0
