0,1,2,3,4,5,6
07/01/2005,02/01/2007,19,-2.26,-24.13,-1.27,-1.38
12/01/2007,02/01/2008,2,-1.02,-1.47,-0.74,-0.74
03/01/2011,12/01/2011,9,-1.54,-5.69,-0.63,-0.49
09/01/2012,05/01/2013,8,-1.77,-7.32,-0.92,-0.94
04/01/2015,06/01/2015,2,-1.52,-1.71,-0.85,-0.85
06/01/2016,08/01/2016,2,-1.29,-1.64,-0.82,-0.82
03/01/2017,06/01/2017,3,-1.75,-1.85,-0.62,-0.09
04/01/2018,02/01/2019,10,-1.89,-7.12,-0.71,-0.55
02/01/2021,03/01/2021,1,-1.47,-1.47,-1.47,-1.47
12/01/2021,03/01/2022,3,-1.46,-3.4,-1.13,-1.02
01/01/2023,03/01/2023,2,-1.13,-1.65,-0.82,-0.82
04/01/2023,04/01/2024,12,-2.19,-19.99,-1.67,-1.8
