0,1,2,3
-99.0,11,3.77,2.17
-2.1,1,0.34,4.35
-2.0,1,0.34,6.52
-1.9,4,1.37,8.7
-1.8,2,0.68,10.87
-1.7,5,1.71,13.04
-1.6,5,1.71,15.22
-1.5,5,1.71,17.39
-1.4,5,1.71,19.57
-1.3,5,1.71,21.74
-1.2,4,1.37,23.91
-1.1,7,2.4,26.09
-1.0,10,3.42,28.26
-0.9,8,2.74,30.43
-0.8,13,4.45,32.61
-0.7,9,3.08,34.78
-0.6,7,2.4,36.96
-0.5,5,1.71,39.13
-0.4,6,2.05,41.3
-0.3,21,7.19,43.48
-0.2,6,2.05,45.65
-0.1,8,2.74,47.83
0.0,12,4.11,50.0
0.1,8,2.74,52.17
0.2,13,4.45,54.35
0.3,10,3.42,56.52
0.4,8,2.74,58.7
0.5,7,2.4,60.87
0.6,6,2.05,63.04
0.7,11,3.77,65.22
0.8,6,2.05,67.39
0.9,7,2.4,69.57
1.0,8,2.74,71.74
1.1,5,1.71,73.91
1.2,6,2.05,76.09
1.3,4,1.37,78.26
1.4,8,2.74,80.43
1.5,3,1.03,82.61
1.6,6,2.05,84.78
1.7,6,2.05,86.96
1.8,3,1.03,89.13
1.9,3,1.03,91.3
2.0,1,0.34,93.48
2.1,1,0.34,95.65
2.2,1,0.34,97.83
2.3,1,0.34,100.0
